"IndividID","GroupRef","Focal_ID","FocalDate","FocalYear","FocalMonth","BehavObsDuration","numAvgHour","tempmax","ndvi","SuccForageBoutCount","TotalDigDuration","DigProp"
462,11,"1_1","1996-12-04",1996,12,1134,7.266388889,36.63,0.25,8,193,0.170194004
516,11,"2_1","1996-12-04",1996,12,1244,7.719722222,36.63,0.25,8,247,0.198553055
463,11,"3_1","1996-12-04",1996,12,1215,8.419027778,36.63,0.25,8,191,0.157201646
147,11,"4_1","1996-12-04",1996,12,1093,9.14375,36.63,0.25,6,159,0.14547118
656,20,"7_1","1996-12-05",1996,12,1205,7.14125,36.23,0.25,9,348,0.28879668
657,20,"8_1","1996-12-05",1996,12,1202,7.55875,36.23,0.25,3,489,0.406821963
244,20,"9_1","1996-12-05",1996,12,1192,8.163333333,36.23,0.25,6,173,0.145134228
706,20,"10_1","1996-12-05",1996,12,1196,8.762222222,36.23,0.25,7,188,0.157190635
656,20,"11_1","1996-12-05",1996,12,1228,9.232777778,36.23,0.25,6,419,0.341205212
150,24,"17_1","1996-12-08",1996,12,1214,7.595277778,35.52,0.25,8,135,0.111202636
656,20,"20_1","1996-12-09",1996,12,1205,6.980138889,33.11,0.25,7,165,0.136929461
706,20,"21_1","1996-12-09",1996,12,1305,7.459027778,33.11,0.25,2,145,0.111111111
244,20,"22_1","1996-12-09",1996,12,1189,8.043333333,33.11,0.25,0,13,0.010933558
657,20,"23_1","1996-12-09",1996,12,1220,8.530138889,33.11,0.25,9,242,0.198360656
656,20,"24_1","1996-12-09",1996,12,1224,9.114305556,33.11,0.25,3,84,0.068627451
150,24,"29_1","1996-12-13",1996,12,1225,8.515416667,36.54,0.25,13,332,0.271020408
245,24,"35_1","1996-12-14",1996,12,1193,8.391805556,36.14,0.25,13,235,0.196982397
150,24,"43_1","1996-12-15",1996,12,1238,8.265277778,37.99,0.25,8,485,0.391760905
244,20,"48_1","1996-12-16",1996,12,1214,7.785277778,37.73,0.275,1,619,0.509884679
657,20,"50_1","1996-12-16",1996,12,1219,8.808472222,37.73,0.275,6,783,0.642329779
656,20,"51_1","1996-12-16",1996,12,1181,9.239027778,37.73,0.275,4,803,0.679932261
656,20,"57_1","1996-12-17",1996,12,1173,6.633333333,34.3,0.275,3,374,0.31884058
706,20,"58_1","1996-12-17",1996,12,1232,7.005833333,34.3,0.275,7,711,0.57711039
244,20,"59_1","1996-12-17",1996,12,1246,7.460277778,34.3,0.275,8,347,0.278491172
656,20,"60_1","1996-12-17",1996,12,1151,8.290138889,34.3,0.275,4,906,0.787141616
706,20,"61_1","1996-12-17",1996,12,1244,8.675277778,34.3,0.275,5,689,0.553858521
150,24,"64_1","1996-12-18",1996,12,1191,8.317916667,25.83,0.275,0,391,0.32829555
245,24,"66_1","1996-12-18",1996,12,1231,9.322777778,25.83,0.275,0,182,0.147847279
706,20,"69_1","1996-12-18",1996,12,1183,8.510833333,25.83,0.275,4,669,0.565511412
656,20,"70_1","1996-12-18",1996,12,1207,8.978055556,25.83,0.275,4,379,0.314001657
656,20,"77_1","1996-12-20",1996,12,1374,8.260277778,35.94,0.275,0,680,0.494905386
706,20,"78_1","1996-12-20",1996,12,1250,8.648888889,35.94,0.275,0,879,0.7032
244,20,"79_1","1996-12-20",1996,12,1196,9.114861111,35.94,0.275,0,359,0.300167224
150,24,"83_1","1996-12-20",1996,12,1194,7.13875,35.94,0.275,0,553,0.463149079
245,24,"85_1","1996-12-20",1996,12,1089,8.265833333,35.94,0.275,0,162,0.148760331
706,20,"89_1","1996-12-21",1996,12,1190,7.084166667,35.36,0.275,6,824,0.692436975
656,20,"90_1","1996-12-21",1996,12,1195,7.467361111,35.36,0.275,4,512,0.428451883
244,20,"91_1","1996-12-21",1996,12,1223,7.840138889,35.36,0.275,5,352,0.287816844
245,24,"93_1","1996-12-21",1996,12,1115,7.715,35.36,0.275,5,531,0.476233184
150,24,"94_1","1996-12-21",1996,12,1223,8.361111111,35.36,0.275,6,121,0.09893704
245,24,"98_1","1996-12-23",1996,12,1218,7.365277778,34.2,0.275,24,362,0.297208539
150,24,"100_1","1996-12-23",1996,12,1202,8.345,34.2,0.275,9,548,0.455906822
656,20,"104_1","1996-12-26",1996,12,1216,7.301388889,32.62,0.275,7,644,0.529605263
244,20,"105_1","1996-12-26",1996,12,1205,7.745138889,32.62,0.275,5,384,0.318672199
706,20,"106_1","1996-12-26",1996,12,1199,8.196805556,32.62,0.275,27,492,0.410341952
656,20,"107_1","1996-12-26",1996,12,1314,8.712916667,32.62,0.275,10,435,0.331050228
706,20,"114_2","1996-12-27",1996,12,904,7.917916667,30.34,0.275,1,760,0.840707965
656,20,"116_1","1996-12-27",1996,12,1229,8.776944444,30.34,0.275,6,220,0.179007323
706,20,"117_1","1996-12-27",1996,12,1232,9.257777778,30.34,0.275,16,350,0.284090909
656,20,"118_1","1996-12-27",1996,12,1202,9.712222222,30.34,0.275,12,224,0.186356073
463,11,"123_1","1996-12-30",1996,12,1217,7.835833333,30.32,0.275,8,170,0.139687757
147,11,"124_1","1996-12-30",1996,12,1199,8.31875,30.32,0.275,12,75,0.062552127
463,11,"131_1","1996-12-31",1996,12,1176,7.35125,31.29,0.275,7,402,0.341836735
147,11,"132_1","1996-12-31",1996,12,1267,7.915972222,31.29,0.275,8,530,0.418310971
657,20,"133_1","1996-12-31",1996,12,1200,8.255,31.29,0.275,10,499,0.415833333
656,20,"134_1","1996-12-31",1996,12,1241,8.633055556,31.29,0.275,3,977,0.787268332
657,20,"135_1","1996-12-31",1996,12,1200,9.065416667,31.29,0.275,16,227,0.189166667
244,20,"140_1","1997-01-03",1997,1,1202,7.749444444,35.94,0.296,6,41,0.034109817
656,20,"141_1","1997-01-03",1997,1,1202,8.123333333,35.94,0.296,6,621,0.516638935
706,20,"142_1","1997-01-03",1997,1,1455,8.588194444,35.94,0.296,25,641,0.440549828
657,20,"144_1","1997-01-03",1997,1,1207,9.416666667,35.94,0.296,15,347,0.287489644
706,20,"145_1","1997-01-03",1997,1,1106,9.854583333,35.94,0.296,28,293,0.264918626
245,24,"148_1","1997-01-04",1997,1,1220,7.173333333,34.64,0.296,18,531,0.435245902
50,24,"149_1","1997-01-04",1997,1,1208,7.63375,34.64,0.296,5,186,0.15397351
7,24,"150_1","1997-01-04",1997,1,1218,8.138055556,34.64,0.296,10,353,0.289819376
150,24,"151_1","1997-01-04",1997,1,1208,8.710694444,34.64,0.296,13,208,0.17218543
836,26,"153_1","1997-01-05",1997,1,1204,7.569722222,35,0.296,6,183,0.151993355
51,24,"158_1","1997-01-05",1997,1,1231,6.799861111,35,0.296,16,331,0.268887084
4,24,"159_1","1997-01-05",1997,1,1210,7.149444444,35,0.296,10,256,0.211570248
5,24,"160_1","1997-01-05",1997,1,1161,7.498194444,35,0.296,12,240,0.206718346
6,24,"161_1","1997-01-05",1997,1,1204,7.858055556,35,0.296,8,263,0.218438538
245,24,"164_1","1997-01-05",1997,1,1200,9.128333333,35,0.296,3,190,0.158333333
150,24,"165_1","1997-01-05",1997,1,1175,9.507777778,35,0.296,8,234,0.199148936
706,20,"169_1","1997-01-06",1997,1,1214,7.078611111,35.62,0.296,28,220,0.18121911
244,20,"170_1","1997-01-06",1997,1,1205,7.519861111,35.62,0.296,20,416,0.345228216
147,11,"171_1","1997-01-07",1997,1,1218,7.374166667,36.47,0.296,11,367,0.301313629
516,11,"173_1","1997-01-07",1997,1,1224,8.215,36.47,0.296,11,74,0.060457516
147,11,"176_1","1997-01-07",1997,1,1289,9.482361111,36.47,0.296,12,258,0.200155159
244,20,"177_1","1997-01-07",1997,1,929,6.965833333,36.47,0.296,17,242,0.260495156
656,20,"178_1","1997-01-07",1997,1,1201,7.5125,36.47,0.296,11,480,0.399666944
657,20,"179_1","1997-01-07",1997,1,1211,7.950555556,36.47,0.296,18,322,0.265895954
706,20,"180_1","1997-01-07",1997,1,1265,8.402638889,36.47,0.296,11,264,0.208695652
657,20,"181_1","1997-01-07",1997,1,1191,8.847638889,36.47,0.296,8,165,0.138539043
244,20,"182_1","1997-01-07",1997,1,1021,9.315972222,36.47,0.296,6,76,0.074436827
5,24,"184_1","1997-01-07",1997,1,1217,7.65125,36.47,0.296,18,151,0.124075596
150,24,"185_1","1997-01-07",1997,1,1279,8.018055556,36.47,0.296,9,547,0.427677873
7,24,"187_1","1997-01-07",1997,1,1252,8.748611111,36.47,0.296,13,264,0.21086262
657,20,"191_1","1997-01-10",1997,1,1200,8.484722222,32.49,0.296,7,518,0.431666667
706,20,"192_1","1997-01-10",1997,1,1215,8.917777778,32.49,0.296,24,414,0.340740741
656,20,"193_1","1997-01-10",1997,1,1184,9.413472222,32.49,0.296,1,286,0.241554054
244,20,"194_1","1997-01-10",1997,1,1203,9.898888889,32.49,0.296,5,69,0.057356608
4,24,"200_1","1997-01-10",1997,1,1210,7.805694444,32.49,0.296,10,140,0.115702479
245,24,"203_1","1997-01-10",1997,1,1179,8.986527778,32.49,0.296,10,143,0.121289228
150,24,"204_1","1997-01-10",1997,1,1214,9.464305556,32.49,0.296,6,311,0.256177924
50,24,"205_1","1997-01-10",1997,1,1212,9.912777778,32.49,0.296,6,62,0.051155116
245,24,"213_1","1997-01-12",1997,1,1206,8.101111111,33.71,0.296,16,214,0.177446103
4,24,"215_1","1997-01-12",1997,1,1194,9.059861111,33.71,0.296,4,138,0.115577889
150,24,"216_1","1997-01-12",1997,1,1210,9.519583333,33.71,0.296,8,57,0.047107438
657,20,"220_1","1997-01-14",1997,1,1092,8.668194444,29.14,0.296,5,527,0.482600733
656,20,"223_1","1997-01-14",1997,1,1169,10.77027778,29.14,0.296,5,136,0.116338751
657,20,"224_1","1997-01-14",1997,1,1117,11.25,29.14,0.296,4,294,0.263205013
244,20,"225_1","1997-01-14",1997,1,1158,11.72166667,29.14,0.296,2,141,0.121761658
656,20,"226_1","1997-01-14",1997,1,1217,12.07263889,29.14,0.296,7,470,0.386195563
706,20,"229_1","1997-01-15",1997,1,1214,9.758611111,32.72,0.296,7,248,0.204283361
244,20,"236_1","1997-01-16",1997,1,1300,8.100555556,35.29,0.365,7,402,0.309230769
706,20,"237_1","1997-01-16",1997,1,1218,8.471666667,35.29,0.365,6,591,0.485221675
657,20,"238_1","1997-01-16",1997,1,1192,8.844861111,35.29,0.365,4,87,0.072986577
656,20,"239_1","1997-01-16",1997,1,1126,9.247777778,35.29,0.365,2,45,0.039964476
706,20,"240_1","1997-01-16",1997,1,1220,9.639861111,35.29,0.365,13,173,0.141803279
244,20,"241_1","1997-01-16",1997,1,1297,10.13305556,35.29,0.365,4,146,0.112567463
147,11,"248_1","1997-01-17",1997,1,1294,8.395277778,34.75,0.365,11,131,0.101236476
516,11,"249_1","1997-01-17",1997,1,1218,8.762222222,34.75,0.365,7,95,0.077996716
463,11,"251_1","1997-01-18",1997,1,1220,7.8375,31.9,0.365,24,395,0.323770492
516,11,"252_1","1997-01-18",1997,1,1398,8.454583333,31.9,0.365,22,85,0.060801144
150,24,"258_1","1997-01-18",1997,1,1063,8.79625,31.9,0.365,3,137,0.128880527
51,24,"259_1","1997-01-18",1997,1,1039,9.237638889,31.9,0.365,5,36,0.034648701
6,24,"260_1","1997-01-18",1997,1,1203,9.628472222,31.9,0.365,9,246,0.204488778
516,11,"267_1","1997-01-19",1997,1,1208,7.615,32.95,0.365,54,140,0.11589404
147,11,"268_1","1997-01-19",1997,1,1198,8.064861111,32.95,0.365,26,183,0.152754591
462,11,"269_1","1997-01-19",1997,1,1156,8.698888889,32.95,0.365,8,221,0.191176471
51,24,"271_1","1997-01-19",1997,1,1226,8.246944444,32.95,0.365,20,322,0.262642741
7,24,"272_1","1997-01-19",1997,1,1224,8.630138889,32.95,0.365,17,277,0.22630719
245,24,"273_1","1997-01-19",1997,1,1237,9.064444444,32.95,0.365,5,38,0.030719483
706,20,"278_1","1997-01-22",1997,1,1165,8.664583333,34.22,0.365,6,569,0.488412017
657,20,"279_1","1997-01-22",1997,1,1206,9.082222222,34.22,0.365,9,267,0.221393035
464,11,"280_1","1997-01-22",1997,1,1213,8.386805556,34.22,0.365,12,256,0.211046991
463,11,"282_1","1997-01-22",1997,1,1204,9.739583333,34.22,0.365,5,327,0.271594684
516,11,"283_1","1997-01-22",1997,1,1214,7.746666667,34.22,0.365,38,40,0.032948929
147,11,"284_1","1997-01-22",1997,1,1348,8.312777778,34.22,0.365,59,350,0.259643917
51,24,"289_1","1997-01-22",1997,1,1204,8.84125,34.22,0.365,31,209,0.17358804
6,24,"292_1","1997-01-22",1997,1,1122,10.61013889,34.22,0.365,5,26,0.023172906
462,11,"294_1","1997-01-23",1997,1,1187,8.496388889,36.02,0.365,9,225,0.189553496
516,11,"295_1","1997-01-23",1997,1,1028,8.930694444,36.02,0.365,2,56,0.054474708
464,11,"296_1","1997-01-23",1997,1,1194,9.435972222,36.02,0.365,11,254,0.212730318
147,11,"303_1","1997-01-23",1997,1,1148,10.01152778,36.02,0.365,10,276,0.240418118
656,20,"307_1","1997-01-24",1997,1,1135,10.04125,35.29,0.365,17,263,0.231718062
6,24,"308_1","1997-01-24",1997,1,1103,9.121944444,35.29,0.365,16,226,0.204895739
463,11,"314_1","1997-01-24",1997,1,1226,7.544305556,35.29,0.365,6,87,0.07096248
462,11,"315_1","1997-01-24",1997,1,1214,7.945,35.29,0.365,19,195,0.16062603
464,11,"317_1","1997-01-24",1997,1,1126,9.128888889,35.29,0.365,3,57,0.05062167
516,11,"319_1","1997-01-24",1997,1,1289,9.881805556,35.29,0.365,4,137,0.106283941
657,20,"322_1","1997-01-25",1997,1,1219,10.17138889,31.31,0.365,4,31,0.025430681
6,24,"326_1","1997-01-25",1997,1,1217,7.813333333,31.31,0.365,10,335,0.27526705
150,24,"327_1","1997-01-25",1997,1,1160,8.278611111,31.31,0.365,13,205,0.176724138
7,24,"328_1","1997-01-25",1997,1,1256,8.74875,31.31,0.365,0,74,0.058917197
245,24,"329_1","1997-01-25",1997,1,986,9.172083333,31.31,0.365,2,153,0.155172414
51,24,"330_1","1997-01-25",1997,1,1144,9.585555556,31.31,0.365,6,190,0.166083916
51,24,"332_1","1997-01-26",1997,1,1274,8.385833333,32.21,0.365,11,393,0.308477237
6,24,"333_1","1997-01-26",1997,1,1199,8.895972222,32.21,0.365,3,262,0.21851543
147,11,"340_1","1997-01-26",1997,1,1194,8.776388889,32.21,0.365,21,290,0.242881072
516,11,"341_1","1997-01-26",1997,1,1264,9.291666667,32.21,0.365,5,208,0.164556962
657,20,"342_1","1997-01-26",1997,1,1088,8.954722222,32.21,0.365,26,225,0.206801471
656,20,"343_1","1997-01-26",1997,1,1141,9.436111111,32.21,0.365,32,289,0.253286591
706,20,"344_1","1997-01-26",1997,1,1133,10.155,32.21,0.365,19,254,0.224183583
7,24,"347_1","1997-01-27",1997,1,1256,8.940833333,34.86,0.365,13,189,0.150477707
51,24,"349_1","1997-01-27",1997,1,1207,9.750972222,34.86,0.365,15,211,0.174813587
6,24,"350_1","1997-01-27",1997,1,1214,10.10805556,34.86,0.365,10,207,0.170510708
463,11,"352_1","1997-01-27",1997,1,1200,8.155,34.86,0.365,23,237,0.1975
464,11,"355_1","1997-01-27",1997,1,1219,9.388472222,34.86,0.365,11,202,0.165709598
147,11,"360_1","1997-01-28",1997,1,1227,8.498194444,36.64,0.365,16,591,0.481662592
516,11,"367_1","1997-01-29",1997,1,1146,7.88,36.57,0.365,17,504,0.439790576
656,20,"371_1","1997-01-29",1997,1,1093,8.088194444,36.57,0.365,19,296,0.270814273
150,24,"376_1","1997-01-29",1997,1,1178,7.730833333,36.57,0.365,15,305,0.258913413
51,24,"377_1","1997-01-29",1997,1,1216,8.092222222,36.57,0.365,11,190,0.15625
245,24,"378_1","1997-01-29",1997,1,1212,8.459166667,36.57,0.365,10,151,0.124587459
243,24,"379_1","1997-01-29",1997,1,1132,8.827083333,36.57,0.365,10,172,0.151943463
5,24,"382_1","1997-01-29",1997,1,1337,9.985277778,36.57,0.365,23,253,0.189229619
463,11,"385_1","1997-01-30",1997,1,1182,7.774861111,34.09,0.365,19,405,0.342639594
147,11,"386_1","1997-01-30",1997,1,1308,8.335694444,34.09,0.365,24,170,0.129969419
462,11,"388_1","1997-01-30",1997,1,1181,9.449305556,34.09,0.365,23,203,0.17188823
147,11,"393_1","1997-01-31",1997,1,1275,7.989027778,30.51,0.365,24,334,0.261960784
463,11,"394_1","1997-01-31",1997,1,1199,8.477083333,30.51,0.365,31,329,0.274395329
516,11,"395_1","1997-01-31",1997,1,1301,9.119722222,30.51,0.365,33,288,0.221368178
516,11,"404_1","1997-02-01",1997,2,1153,8.999861111,30.36,0.307,11,194,0.168256722
463,11,"405_1","1997-02-01",1997,2,1184,9.496111111,30.36,0.307,12,238,0.201013514
147,11,"406_1","1997-02-01",1997,2,1198,10.04180556,30.36,0.307,19,156,0.130217028
244,20,"407_1","1997-02-01",1997,2,1345,9.164027778,30.36,0.307,5,253,0.188104089
7,24,"411_1","1997-02-01",1997,2,1200,7.713472222,30.36,0.307,21,553,0.460833333
245,24,"412_1","1997-02-01",1997,2,1193,8.122361111,30.36,0.307,9,123,0.103101425
150,24,"414_1","1997-02-01",1997,2,1003,9.075416667,30.36,0.307,5,215,0.214356929
6,24,"419_1","1997-02-02",1997,2,1165,9.079583333,33.98,0.307,6,198,0.169957082
7,24,"420_1","1997-02-02",1997,2,1212,9.850555556,33.98,0.307,7,145,0.119636964
463,11,"423_1","1997-02-02",1997,2,1200,9.277222222,33.98,0.307,18,283,0.235833333
147,11,"430_1","1997-02-03",1997,2,1214,7.708611111,35.87,0.307,27,324,0.266886326
463,11,"431_1","1997-02-03",1997,2,1236,8.175277778,35.87,0.307,15,393,0.317961165
516,11,"432_1","1997-02-03",1997,2,1338,8.571388889,35.87,0.307,18,300,0.224215247
464,11,"433_1","1997-02-03",1997,2,1211,9.005972222,35.87,0.307,4,86,0.07101569
464,11,"440_1","1997-02-04",1997,2,1154,8.329861111,37.23,0.307,14,350,0.303292894
463,11,"441_1","1997-02-04",1997,2,1163,8.875694444,37.23,0.307,26,265,0.227858985
6,24,"447_1","1997-02-05",1997,2,1183,8.718333333,37.68,0.307,15,259,0.218934911
147,11,"455_1","1997-02-08",1997,2,1146,8.274861111,36.28,0.307,13,138,0.120418848
656,20,"459_1","1997-02-08",1997,2,1137,8.883888889,36.28,0.307,13,201,0.176781003
7,24,"462_1","1997-02-08",1997,2,1197,7.818472222,36.28,0.307,13,175,0.14619883
243,24,"463_1","1997-02-08",1997,2,1241,8.305972222,36.28,0.307,8,225,0.181305399
150,24,"464_1","1997-02-08",1997,2,965,8.814027778,36.28,0.307,5,96,0.099481865
245,24,"465_1","1997-02-08",1997,2,1221,9.238194444,36.28,0.307,13,613,0.502047502
5,24,"466_1","1997-02-08",1997,2,1259,9.681666667,36.28,0.307,14,227,0.180301827
147,11,"482_1","1997-02-10",1997,2,1198,8.5775,34.65,0.307,28,385,0.321368948
464,11,"483_1","1997-02-10",1997,2,1181,9.068611111,34.65,0.307,17,414,0.350550381
245,24,"485_1","1997-02-10",1997,2,1201,7.53875,34.65,0.307,12,548,0.456286428
7,24,"486_1","1997-02-10",1997,2,1048,7.941111111,34.65,0.307,10,221,0.210877863
150,24,"487_1","1997-02-10",1997,2,1175,8.343888889,34.65,0.307,16,229,0.194893617
243,24,"488_1","1997-02-10",1997,2,1185,8.772222222,34.65,0.307,13,123,0.103797468
245,24,"489_1","1997-02-10",1997,2,1286,9.203055556,34.65,0.307,14,235,0.18273717
150,24,"493_1","1997-02-11",1997,2,1199,10.2025,31.21,0.307,14,217,0.180984153
147,11,"502_1","1997-02-13",1997,2,1208,8.741944444,32.45,0.307,10,500,0.413907285
463,11,"503_1","1997-02-13",1997,2,1218,9.133611111,32.45,0.307,12,242,0.198686371
462,11,"507_1","1997-02-13",1997,2,1371,8.414583333,32.45,0.307,9,851,0.620714807
516,11,"508_1","1997-02-13",1997,2,1207,9.025,32.45,0.307,12,183,0.151615576
243,24,"510_1","1997-02-13",1997,2,997,7.744583333,32.45,0.307,10,158,0.158475426
7,24,"511_1","1997-02-13",1997,2,1195,8.147638889,32.45,0.307,15,231,0.193305439
706,20,"514_1","1997-02-14",1997,2,1046,7.89375,33.3,0.307,4,479,0.45793499
657,20,"516_1","1997-02-14",1997,2,1201,9.664722222,33.3,0.307,9,675,0.56203164
147,11,"519_1","1997-02-14",1997,2,1244,7.772222222,33.3,0.307,24,228,0.183279743
516,11,"521_1","1997-02-14",1997,2,1205,8.354861111,33.3,0.307,9,298,0.247302905
464,11,"522_1","1997-02-14",1997,2,1205,8.716805556,33.3,0.307,5,531,0.4406639
463,11,"523_1","1997-02-14",1997,2,1199,9.084166667,33.3,0.307,15,409,0.341117598
6,24,"526_1","1997-02-15",1997,2,1042,8.090555556,34.97,0.307,10,340,0.326295585
244,20,"528_1","1997-02-15",1997,2,1196,8.217083333,34.97,0.307,15,454,0.379598662
706,20,"529_1","1997-02-15",1997,2,1197,8.609583333,34.97,0.307,19,721,0.602339181
656,20,"530_1","1997-02-15",1997,2,1201,9.032361111,34.97,0.307,7,395,0.32889259
464,11,"534_1","1997-02-16",1997,2,1259,7.769583333,35.92,0.306,7,108,0.085782367
516,11,"536_1","1997-02-16",1997,2,1190,8.735833333,35.92,0.306,24,192,0.161344538
463,11,"537_1","1997-02-16",1997,2,1197,9.239027778,35.92,0.306,16,224,0.187134503
462,11,"539_1","1997-02-17",1997,2,1223,7.942638889,36.29,0.306,22,308,0.251839738
147,11,"541_1","1997-02-17",1997,2,1307,8.808194444,36.29,0.306,25,136,0.104055088
464,11,"542_1","1997-02-17",1997,2,1232,9.819444444,36.29,0.306,12,319,0.258928571
51,24,"543_1","1997-02-17",1997,2,1053,7.877638889,36.29,0.306,2,202,0.191832858
5,24,"547_1","1997-02-17",1997,2,1137,9.569166667,36.29,0.306,8,174,0.153034301
245,24,"549_1","1997-02-17",1997,2,1256,10.46305556,36.29,0.306,3,320,0.25477707
706,20,"550_1","1997-02-18",1997,2,1273,7.62875,36.67,0.306,10,192,0.150824823
656,20,"552_1","1997-02-18",1997,2,1239,8.573194444,36.67,0.306,10,247,0.199354318
463,11,"555_1","1997-02-20",1997,2,1193,7.490555556,39.38,0.306,9,237,0.198658843
147,11,"556_1","1997-02-20",1997,2,1198,7.944444444,39.38,0.306,24,189,0.157762938
464,11,"557_1","1997-02-20",1997,2,1203,8.357916667,39.38,0.306,21,296,0.246051538
516,11,"558_1","1997-02-20",1997,2,1203,8.69875,39.38,0.306,21,331,0.27514547
462,11,"561_1","1997-02-20",1997,2,1200,9.861944444,39.38,0.306,33,306,0.255
147,11,"568_1","1997-02-21",1997,2,1234,7.551111111,39.45,0.306,21,118,0.095623987
463,11,"571_1","1997-02-21",1997,2,1163,8.918611111,39.45,0.306,10,111,0.09544282
245,24,"578_1","1997-02-22",1997,2,1202,8.1,38.49,0.306,15,416,0.34608985
150,24,"579_1","1997-02-22",1997,2,1226,8.531388889,38.49,0.306,10,355,0.289559543
5,24,"597_1","1997-02-23",1997,2,1303,8.105694444,35.93,0.306,14,435,0.333844973
51,24,"598_1","1997-02-23",1997,2,1195,8.539722222,35.93,0.306,26,352,0.294560669
516,11,"604_1","1997-02-24",1997,2,1265,9.49375,38.48,0.306,7,219,0.17312253
463,11,"610_1","1997-02-24",1997,2,1201,7.569861111,38.48,0.306,14,142,0.118234804
464,11,"611_1","1997-02-24",1997,2,1228,8.167222222,38.48,0.306,27,240,0.195439739
462,11,"620_1","1997-02-25",1997,2,1252,7.595694444,33.46,0.306,18,224,0.178913738
147,11,"621_1","1997-02-25",1997,2,1294,8.071944444,33.46,0.306,35,203,0.156877898
516,11,"624_1","1997-02-25",1997,2,1225,9.126805556,33.46,0.306,18,241,0.196734694
463,11,"626_1","1997-02-25",1997,2,1209,9.879861111,33.46,0.306,33,324,0.267990074
51,24,"636_1","1997-02-27",1997,2,1208,7.51125,35.76,0.306,12,192,0.158940397
245,24,"637_1","1997-02-27",1997,2,1198,7.945277778,35.76,0.306,19,264,0.220367279
150,24,"638_1","1997-02-27",1997,2,1196,8.340833333,35.76,0.306,25,280,0.234113712
5,24,"640_1","1997-02-27",1997,2,1158,9.455555556,35.76,0.306,7,407,0.351468048
656,20,"645_1","1997-02-27",1997,2,1141,7.369583333,35.76,0.306,30,218,0.191060473
657,20,"647_1","1997-02-27",1997,2,1201,8.418472222,35.76,0.306,9,118,0.098251457
706,20,"648_1","1997-02-27",1997,2,1179,9.061388889,35.76,0.306,14,358,0.303647159
244,20,"649_1","1997-02-27",1997,2,1060,9.940416667,35.76,0.306,21,179,0.168867925
51,24,"651_1","1997-02-28",1997,2,1206,8.580694444,32.16,0.306,20,392,0.325041459
150,24,"653_1","1997-02-28",1997,2,957,9.890833333,32.16,0.306,24,284,0.296760711
516,11,"655_1","1997-02-28",1997,2,1190,9.464583333,32.16,0.306,12,138,0.115966387
147,11,"659_1","1997-02-28",1997,2,1208,11.05972222,32.16,0.306,25,248,0.205298013
147,11,"661_1","1997-03-01",1997,3,1220,7.804722222,34.75,0.283,20,143,0.117213115
516,11,"662_1","1997-03-01",1997,3,1485,8.260972222,34.75,0.283,17,201,0.135353535
463,11,"664_1","1997-03-01",1997,3,1203,9.221805556,34.75,0.283,13,107,0.088944306
462,11,"667_1","1997-03-01",1997,3,1238,7.790277778,34.75,0.283,22,142,0.114701131
51,24,"673_1","1997-03-01",1997,3,1197,7.641944444,34.75,0.283,25,341,0.284878864
245,24,"674_1","1997-03-01",1997,3,1211,8.072638889,34.75,0.283,18,71,0.058629232
243,24,"675_1","1997-03-01",1997,3,1207,8.535138889,34.75,0.283,22,195,0.161557581
657,20,"688_1","1997-03-02",1997,3,1137,8.944444444,34.44,0.283,27,168,0.147757256
706,20,"689_1","1997-03-02",1997,3,1203,9.432222222,34.44,0.283,36,308,0.2560266
656,20,"694_1","1997-03-03",1997,3,1253,7.560694444,30.26,0.283,24,73,0.058260176
657,20,"696_1","1997-03-03",1997,3,1174,8.346527778,30.26,0.283,15,193,0.16439523
150,24,"701_1","1997-03-03",1997,3,1209,7.812083333,30.26,0.283,18,211,0.1745244
149,24,"702_1","1997-03-03",1997,3,1220,8.249722222,30.26,0.283,18,159,0.130327869
7,24,"703_1","1997-03-03",1997,3,1163,8.699027778,30.26,0.283,19,110,0.094582975
6,24,"704_1","1997-03-03",1997,3,1200,9.129583333,30.26,0.283,18,276,0.23
5,24,"705_1","1997-03-03",1997,3,1115,9.554166667,30.26,0.283,16,103,0.092376682
244,20,"720_1","1997-03-04",1997,3,1206,7.823055556,33.9,0.283,19,154,0.127694859
656,20,"721_1","1997-03-04",1997,3,1187,8.44875,33.9,0.283,18,374,0.315080034
706,20,"722_1","1997-03-04",1997,3,1227,8.85375,33.9,0.283,20,275,0.224123879
657,20,"723_1","1997-03-04",1997,3,1209,9.274166667,33.9,0.283,21,423,0.349875931
656,20,"727_1","1997-03-05",1997,3,1216,7.634305556,33.68,0.283,13,195,0.160361842
656,20,"732_1","1997-03-06",1997,3,1293,7.810972222,32.37,0.283,14,247,0.191028616
244,20,"733_1","1997-03-06",1997,3,1110,8.238333333,32.37,0.283,16,75,0.067567568
706,20,"735_1","1997-03-06",1997,3,1183,9.917916667,32.37,0.283,14,157,0.13271344
51,24,"738_1","1997-03-06",1997,3,1198,9.739027778,32.37,0.283,12,248,0.207011686
706,20,"741_1","1997-03-07",1997,3,1197,7.474305556,35.32,0.283,36,305,0.254803676
656,20,"742_1","1997-03-07",1997,3,1243,8.171805556,35.32,0.283,21,79,0.063555913
244,20,"744_1","1997-03-07",1997,3,968,9.241944444,35.32,0.283,2,174,0.179752066
5,24,"746_1","1997-03-07",1997,3,1201,8.167638889,35.32,0.283,20,168,0.13988343
