Date,year,uniqueinds,mean_morningmass,mean_massresid,mean_percentmassgain,mean_absmassgain,ConditionChange_t_t1
30/12/2020,2020,4,782.75,59.36809338,1.591586817,11.5,-7.017507261
08/01/2021,2021,2,783,52.35058612,2.739957481,22.5,10.00893792
15/01/2021,2021,1,940,62.35952404,5.638297872,53,2.006604837
22/01/2021,2021,9,709.6153846,64.36612888,4.373764317,30.23076923,-11.91624156
29/01/2021,2021,13,748.1333333,52.44988731,2.79155482,20.4,-2.287387015
05/02/2021,2021,14,678.2857143,50.1625003,3.177778567,22.04761905,-11.19597052
12/02/2021,2021,24,652.9714286,38.96652978,1.835990533,12.57142857,-14.96621909
19/02/2021,2021,9,644.1,24.00031069,1.715904318,11.6,4.316701089
26/02/2021,2021,10,657.2727273,28.31701178,3.283059772,22.45454545,-18.64500043
05/03/2021,2021,16,722.875,9.672011346,3.280979395,24,-13.04128215
12/03/2021,2021,19,688.3076923,-3.369270807,3.744510158,25.23076923,14.28134432
19/03/2021,2021,9,661,10.91207351,3.737624127,25,-7.901405671
26/03/2021,2021,10,637.8181818,3.010667841,4.284169248,27,30.03038214
02/04/2021,2021,11,627.0666667,33.04104999,5.456950168,34.13333333,-13.62688416
09/04/2021,2021,13,682.0769231,19.41416583,3.52415072,23.69230769,-2.79011924
16/04/2021,2021,18,642.8421053,16.62404659,4.622635835,29.84210526,-9.672474223
23/04/2021,2021,15,633.7647059,6.951572366,4.179844691,25.82352941,1.107429348
30/04/2021,2021,31,647.9705882,8.059001714,3.671576484,23.73529412,0.435718231
07/05/2021,2021,33,636.3,8.494719944,4.082861792,25.6,12.37066442
14/05/2021,2021,18,634.3181818,20.86538436,4.273716772,26.68181818,-12.40763131
21/05/2021,2021,31,651.15,8.457753056,3.404823138,22.175,11.92062838
28/05/2021,2021,23,646.9032258,20.37838144,4.476651342,28.35483871,-28.26402665
04/06/2021,2021,43,625.6666667,-7.885645206,4.735360079,29.28205128,-6.001943058
11/06/2021,2021,46,600.8947368,-13.88758826,3.271695875,19.03508772,15.09383927
18/06/2021,2021,48,660.015625,1.206251007,4.9018224,31.515625,26.2207171
25/06/2021,2021,44,670.0612245,27.42696811,5.078462852,33.40816327,-4.615558316
02/07/2021,2021,29,677.5526316,22.81140979,3.970112254,26.73684211,-16.95297549
09/07/2021,2021,22,665.16,5.8584343,3.944926887,26.12,1.48067902
16/07/2021,2021,34,657.9268293,7.339113321,4.319102308,28.2195122,-13.47237841
23/07/2021,2021,32,636.0222222,-6.133265092,3.998336634,25.17777778,-14.52701977
30/07/2021,2021,37,628.7297297,-20.66028486,3.979894424,24.16216216,6.519095163
06/08/2021,2021,54,621.0144928,-14.14118969,4.535423081,27.94202899,-6.826365496
13/08/2021,2021,34,621,-20.96755519,3.330349173,20.51111111,0.947924842
20/08/2021,2021,38,612.8032787,-20.01963035,4.993899312,30.42622951,-6.462259436
27/08/2021,2021,53,641.7323944,-26.48188978,2.948521199,18.63380282,-19.25331515
03/09/2021,2021,39,607.6393443,-45.73520494,3.84852446,23.09836066,-3.682694578
10/09/2021,2021,34,564.6666667,-49.41789952,4.181744896,23.47619048,-8.299759164
17/09/2021,2021,29,587.7931034,-57.71765868,3.984943541,23.48275862,-20.77521218
24/09/2021,2021,27,558.1724138,-78.49287086,2.108742828,12.17241379,1.114927295
01/10/2021,2021,26,543.3548387,-77.37794357,3.606356819,19.74193548,-0.78741666
08/10/2021,2021,57,573.9010989,-78.16536023,3.240366311,18.35164835,1.72826169
15/10/2021,2021,36,574.1333333,-76.43709854,3.609309765,20.73333333,44.10555025
22/10/2021,2021,8,624.5,-32.33154829,6.116281511,36.75,-50.19342947
29/10/2021,2021,12,560.8333333,-82.52497776,9.067475753,50.25,110.2624603
05/11/2021,2021,10,664.5454545,27.73748253,6.6631637,42.81818182,8.146766393
12/11/2021,2021,21,653.6086957,35.88424892,3.6776751,23.91304348,-15.59957907
19/11/2021,2021,18,645.3793103,20.28466985,4.181043144,26.51724138,-4.105752773
26/11/2021,2021,28,690.0689655,16.17891708,4.457643752,30.86206897,-2.943113944
03/12/2021,2021,7,672.5555556,13.23580314,4.631205066,31,2.905174194
10/12/2021,2021,8,633.3333333,16.14097733,4.306059942,27.66666667,-20.75302741
17/12/2021,2021,18,642.4761905,-4.612050077,5.597919743,35.66666667,17.38159436
24/12/2021,2021,20,667.7,12.76954428,6.160989781,40.7,-2.067616129
31/12/2021,2021,21,656.9545455,10.70192815,7.051966131,46,8.14267202
08/01/2022,2022,19,641.6956522,18.84460017,4.608088824,28.7826087,2.729397324
15/01/2022,2022,20,687.1538462,21.5739975,4.344175894,29.53846154,-17.11183221
22/01/2022,2022,12,638.1666667,4.46216529,3.567238826,23.41666667,28.57721015
29/01/2022,2022,24,690.1666667,33.03937544,3.791750142,26.43333333,-7.446597416
05/02/2022,2022,16,687.8235294,25.59277802,5.7643718,39.41176471,17.7944275
12/02/2022,2022,22,706.3846154,43.38720552,7.079291376,49.19230769,-20.63628735
19/02/2022,2022,30,646.8863636,22.75091817,5.297639578,33.13636364,-6.377894602
26/02/2022,2022,33,654.5454545,16.37302357,3.909655246,24.74545455,-12.29889249
05/03/2022,2022,12,646.4,4.074131081,4.467497627,27.8,11.14341821
12/03/2022,2022,28,609.5428571,15.21754929,3.51863692,21.25714286,-21.20864427
19/03/2022,2022,23,634.6666667,-5.991094981,4.86808382,30.8,-8.068756362
26/03/2022,2022,25,623.3870968,-14.05985134,5.609218359,34.74193548,14.22664891
02/04/2022,2022,26,619.2121212,0.166797562,5.404258551,33,6.840555046
09/04/2022,2022,38,650.9487179,7.007352608,5.829063893,37.56410256,-14.47372521
16/04/2022,2022,26,644.1944444,-7.4663726,8.561753224,54.55555556,21.44757866
23/04/2022,2022,35,666.9512195,13.98120606,7.041411073,46.48780488,11.08436557
30/04/2022,2022,40,687.3666667,25.06557163,4.831709325,33,3.682474794
07/05/2022,2022,38,652.6136364,28.74804643,5.36000305,34.86363636,-5.988471177
14/05/2022,2022,53,683.265625,22.75957525,4.423177488,29.6875,9.402304029
21/05/2022,2022,42,691.6415094,32.16187928,4.495477199,30.86792453,-9.365004711
28/05/2022,2022,34,698.9189189,22.79687457,5.865014572,40.72972973,13.20528308
04/06/2022,2022,39,682.4651163,36.00215765,5.787607326,39.97674419,24.15034489
11/06/2022,2022,17,737.3636364,60.15250254,4.145546358,30.04545455,-26.15808023
18/06/2022,2022,20,664.9354839,33.99442231,4.125377293,27.70967742,-49.84228613
25/06/2022,2022,2,680,-15.84786382,3.830980066,26,59.20460458
02/07/2022,2022,18,705.2272727,43.35674076,3.687035948,26.18181818,-6.708425743
09/07/2022,2022,26,693.3030303,36.64831501,5.131529879,34.48484848,23.26646186
16/07/2022,2022,42,707.1132075,59.91477687,4.143702257,28.83018868,1.811290125
23/07/2022,2022,28,720.9642857,61.72606699,4.31646893,30.92857143,-1.487511974
30/07/2022,2022,29,719.53125,60.23855502,4.129461279,28.375,-6.297084724
06/08/2022,2022,24,709.1935484,53.9414703,4.478249765,31.67741935,-44.8782931
13/08/2022,2022,12,695.1428571,9.063177192,3.496334026,23.78571429,36.19126055
20/08/2022,2022,15,743.8666667,45.25443774,3.501386499,26.2,-8.73474576
27/08/2022,2022,13,670.5384615,36.51969198,4.350611347,29.84615385,-9.588074831
03/09/2022,2022,13,694.2307692,26.93161715,4.779494707,33.30769231,-12.59130657
10/09/2022,2022,21,672.12,14.34031058,4.47931053,30.24,-4.024142881
17/09/2022,2022,25,677.1481481,10.3161677,3.056088232,20.77777778,-7.771946021
24/09/2022,2022,25,684.5,2.544221674,5.166845077,34.92857143,5.672441359
01/10/2022,2022,20,694.3846154,8.216663033,2.429821113,16.88461538,-30.33639743
08/10/2022,2022,25,644.12,-22.1197344,3.99131985,23.92,8.844055894
15/10/2022,2022,25,655.1724138,-13.2756785,2.075894974,12.68965517,-4.592343756
22/10/2022,2022,24,655.75,-17.86802226,2.482471535,15.4375,-24.0094754
29/10/2022,2022,36,632.3658537,-41.87749766,3.20091925,20.2195122,-12.19567158
05/11/2022,2022,26,648.75,-54.07316924,5.02677239,32.21428571,27.53639778
12/11/2022,2022,19,646.96,-26.53677146,6.373583055,41.04,21.65656293
19/11/2022,2022,16,674.9047619,-4.880208528,5.201647429,33.76190476,-6.996017811
26/11/2022,2022,28,693.5625,-11.87622634,2.893248076,19.46875,-1.77984286
03/12/2022,2022,23,637.72,-13.6560692,4.098248697,25.2,6.799930184
10/12/2022,2022,19,681.8,-6.856139014,5.415524617,36.92,-12.46778167
17/12/2022,2022,7,671.75,-19.32392069,2.691521136,18.125,31.72104317
24/12/2022,2022,9,698.6666667,12.39712248,4.087446168,27.66666667,-7.584948105
31/12/2022,2022,23,676.1,4.81217438,3.787943959,24.8,7.230137589
08/01/2023,2023,30,671.425,12.04231197,4.144288822,26.75,-6.468945821
15/01/2023,2023,37,661.9302326,5.573366148,1.933035392,12.8372093,-26.11399898
22/01/2023,2023,22,650.56,-20.54063283,4.787470409,30,24.70013854
29/01/2023,2023,36,667.8703704,4.15950571,3.232583132,21.01851852,-23.48012367
05/02/2023,2023,45,599.362069,-19.32061796,4.354014903,24.53448276,8.975187994
12/02/2023,2023,25,644.2068966,-10.34542997,4.302265354,27.82758621,7.399577197
19/02/2023,2023,52,637.3606557,-2.945852772,3.855525075,25.03278689,0.173833784
26/02/2023,2023,45,614.3728814,-2.772018988,4.535860009,27.61016949,6.492810883
05/03/2023,2023,26,640.25,3.720791895,4.039426305,24.85714286,-11.61414219
12/03/2023,2023,31,651.952381,-7.893350299,4.566568341,29.66666667,-5.925964889
19/03/2023,2023,59,611.0625,-13.81931519,4.026343357,24.578125,2.080548021
26/03/2023,2023,19,619.3157895,-11.73876717,5.774645711,34.63157895,7.322898707
02/04/2023,2023,43,671.8823529,-4.415868461,3.993700911,26.31372549,-12.52312796
09/04/2023,2023,38,655.2045455,-16.93899642,5.231505337,33.75,13.35178813
16/04/2023,2023,49,662.9705882,-3.587208296,5.306531964,35.23529412,-12.94987904
23/04/2023,2023,52,653.7460317,-16.53708733,3.917567917,25.55555556,-13.54982124
30/04/2023,2023,65,626.2345679,-30.08690858,5.632148201,35.35802469,9.117380534
07/05/2023,2023,63,645.3162393,-20.96952804,5.606930376,36.24786325,9.632048846
14/05/2023,2023,53,655.7384615,-11.3374792,6.123278427,40.27692308,11.51001589
21/05/2023,2023,85,660.4910714,0.172536696,4.441257423,29.00892857,-10.43084773
28/05/2023,2023,64,650.9146341,-10.25831103,5.120414758,33.36585366,-5.762702899
04/06/2023,2023,61,640.8735632,-16.02101393,5.051161312,32.06896552,6.271139576
11/06/2023,2023,89,641.9014085,-9.749874353,5.479511012,34.90140845,-6.315817873
18/06/2023,2023,82,650.6099291,-16.06569223,5.159629827,33.29787234,13.99021243
25/06/2023,2023,59,665.255102,-2.075479793,5.018315177,33.15306122,-10.16683974
02/07/2023,2023,72,647.68,-12.24231954,5.205583108,33.95,12.48716618
09/07/2023,2023,77,665.1693548,0.244846644,4.558753176,30.18548387,-6.88424601
16/07/2023,2023,108,653.380117,-6.639399366,4.244528633,27.66081871,-7.106569059
23/07/2023,2023,97,628.5931034,-13.74596842,5.050181271,31.8,3.685326765
30/07/2023,2023,78,655.389313,-10.06064166,3.951079421,25.70992366,-8.299976697
06/08/2023,2023,66,616.1630435,-18.36061836,5.110893798,31.01086957,7.472873991
13/08/2023,2023,84,644.7092199,-10.88774436,4.157168338,26.73049645,-2.149235785
20/08/2023,2023,107,642.8032787,-13.03698015,4.908006428,31.19672131,0.062490549
27/08/2023,2023,93,638.7319588,-12.9744896,4.926444277,31.35051546,-4.344496153
03/09/2023,2023,111,640.8494624,-17.31898575,5.156270281,32.98387097,7.827383718
10/09/2023,2023,115,631.4820513,-9.491602037,4.558722192,28.64102564,-9.389557956
17/09/2023,2023,82,635.9593496,-18.88115999,4.592837076,28.91056911,4.637134265
24/09/2023,2023,128,625.3101852,-14.24402573,4.17392706,26.1712963,0.449319537
01/10/2023,2023,106,633.8136646,-13.79470619,4.246493318,26.80745342,-8.965670717
08/10/2023,2023,105,629.2777778,-22.76037691,4.331763563,26.85353535,57.9298389
15/10/2023,2023,56,670.9354839,35.16946199,6.074960084,40.11827957,26.62315211
22/10/2023,2023,57,700.6043956,61.7926141,4.702849457,31.79120879,-9.252781825
29/10/2023,2023,68,685.3985507,52.53983227,3.798064889,25.07246377,-19.78477386
05/11/2023,2023,81,685.6601307,32.75505841,3.365823344,22.51633987,-31.01781742
12/11/2023,2023,69,650.5689655,1.737240992,3.939866186,25.55172414,-19.6632144
19/11/2023,2023,64,635.4324324,-17.92597341,4.422982512,27.63963964,14.1472384
26/11/2023,2023,65,635.7358491,-3.778735001,4.777199585,30.46226415,11.9079326
03/12/2023,2023,62,670.6422018,8.129197594,3.308074168,21.68807339,-6.067040503
10/12/2023,2023,69,624.0846154,2.062157091,4.229795629,26.20769231,-0.690901337
17/12/2023,2023,67,658.8675497,1.371255754,4.09865073,26.8807947,-32.39362993
24/12/2023,2023,63,625.7073171,-31.02237417,3.423920871,21.38211382,-4.757602802
