"GroupRef","Date","GroupSize","GroupSize_ExcPups","GroupName"
7,1998-01-01,14,13.375,"DrieDoring"
8,1998-01-01,8.83333333333333,8.83333333333333,"Elveera"
9,1998-01-01,6,6,"Frisky"
18,1998-01-01,20.92,17.88,"Lazuli"
35,1998-01-01,13.8666666666667,13.8666666666667,"Vivian"
39,1998-01-01,5.3125,5.3125,"X-iles"
40,1998-01-01,17.92,17.92,"YoungOnes"
7,1998-02-01,17.8888888888889,13,"DrieDoring"
8,1998-02-01,8.84615384615385,8.84615384615385,"Elveera"
9,1998-02-01,6,6,"Frisky"
18,1998-02-01,20.1764705882353,20.1764705882353,"Lazuli"
23,1998-02-01,13,13,"Phantom"
35,1998-02-01,14.28,13.96,"Vivian"
39,1998-02-01,5.33333333333333,5.33333333333333,"X-iles"
40,1998-02-01,19.8571428571429,18,"YoungOnes"
7,1998-03-01,16.5,12.5,"DrieDoring"
8,1998-03-01,8.8695652173913,8.8695652173913,"Elveera"
9,1998-03-01,6,6,"Frisky"
18,1998-03-01,20.3333333333333,19.3703703703704,"Lazuli"
23,1998-03-01,13.7083333333333,12.4166666666667,"Phantom"
35,1998-03-01,15.68,13.92,"Vivian"
39,1998-03-01,4.94117647058824,4.94117647058824,"X-iles"
40,1998-03-01,21.8333333333333,18.0555555555556,"YoungOnes"
7,1998-04-01,15,15,"DrieDoring"
8,1998-04-01,11.1428571428571,8.96428571428571,"Elveera"
9,1998-04-01,8.57142857142857,6.07142857142857,"Frisky"
18,1998-04-01,22,20,"Lazuli"
23,1998-04-01,15,12,"Phantom"
35,1998-04-01,17.5,13.875,"Vivian"
39,1998-04-01,4.33333333333333,4.33333333333333,"X-iles"
40,1998-04-01,21.1428571428571,21.1428571428571,"YoungOnes"
7,1998-05-01,14.8181818181818,14.8181818181818,"DrieDoring"
8,1998-05-01,9.9,8.9,"Elveera"
9,1998-05-01,10.9473684210526,6,"Frisky"
18,1998-05-01,19.3636363636364,19.3636363636364,"Lazuli"
35,1998-05-01,19.2608695652174,17,"Vivian"
36,1998-05-01,6.73333333333333,6.73333333333333,"Whiskers"
39,1998-05-01,4,4,"X-iles"
40,1998-05-01,16.3333333333333,16.3333333333333,"YoungOnes"
7,1998-06-01,14,14,"DrieDoring"
8,1998-06-01,9.09090909090909,9.09090909090909,"Elveera"
9,1998-06-01,10.9285714285714,10.9285714285714,"Frisky"
18,1998-06-01,18.2142857142857,18.2142857142857,"Lazuli"
35,1998-06-01,18.0555555555556,17,"Vivian"
36,1998-06-01,7,7,"Whiskers"
39,1998-06-01,4.77777777777778,4.77777777777778,"X-iles"
40,1998-06-01,18.3076923076923,18.3076923076923,"YoungOnes"
7,1998-07-01,14,14,"DrieDoring"
8,1998-07-01,9.0625,9.0625,"Elveera"
9,1998-07-01,11,11,"Frisky"
18,1998-07-01,18,18,"Lazuli"
35,1998-07-01,18,18,"Vivian"
36,1998-07-01,7,7,"Whiskers"
39,1998-07-01,4.57142857142857,4.57142857142857,"X-iles"
40,1998-07-01,17.9285714285714,17.9285714285714,"YoungOnes"
7,1998-08-01,14,14,"DrieDoring"
8,1998-08-01,9,9,"Elveera"
9,1998-08-01,10.9444444444444,10.9444444444444,"Frisky"
18,1998-08-01,17.95,17.95,"Lazuli"
35,1998-08-01,17.9285714285714,17.9285714285714,"Vivian"
36,1998-08-01,6.96428571428571,6.96428571428571,"Whiskers"
39,1998-08-01,5,5,"X-iles"
40,1998-08-01,16.9677419354839,16.6774193548387,"YoungOnes"
7,1998-09-01,12.9166666666667,12.9166666666667,"DrieDoring"
8,1998-09-01,7.68421052631579,7.68421052631579,"Elveera"
9,1998-09-01,10.4545454545455,10.4545454545455,"Frisky"
18,1998-09-01,12.5384615384615,12.5384615384615,"Lazuli"
35,1998-09-01,16.5,16.5,"Vivian"
36,1998-09-01,9.33333333333333,7,"Whiskers"
39,1998-09-01,2,2,"X-iles"
40,1998-09-01,18.9545454545455,15.9545454545455,"YoungOnes"
7,1998-10-01,10.0952380952381,10.0952380952381,"DrieDoring"
8,1998-10-01,8.82142857142857,6.14285714285714,"Elveera"
9,1998-10-01,9.93333333333333,9.93333333333333,"Frisky"
18,1998-10-01,11.75,11.75,"Lazuli"
35,1998-10-01,15.05,13.85,"Vivian"
36,1998-10-01,10.9375,7,"Whiskers"
39,1998-10-01,5.33333333333333,5.33333333333333,"X-iles"
40,1998-10-01,16.5263157894737,16.5263157894737,"YoungOnes"
7,1998-11-01,15.9583333333333,11.9583333333333,"DrieDoring"
8,1998-11-01,7.91304347826087,4.91304347826087,"Elveera"
9,1998-11-01,8.375,8.375,"Frisky"
18,1998-11-01,14.5185185185185,11.1481481481481,"Lazuli"
28,1998-11-01,7.45454545454546,7.45454545454546,"Rascals"
35,1998-11-01,10.8888888888889,8.88888888888889,"Vivian"
36,1998-11-01,9.11764705882353,9.11764705882353,"Whiskers"
39,1998-11-01,6.41666666666667,5.83333333333333,"X-iles"
40,1998-11-01,21.1379310344828,18.551724137931,"YoungOnes"
7,1998-12-01,15.7619047619048,11.7619047619048,"DrieDoring"
8,1998-12-01,7.77777777777778,7.77777777777778,"Elveera"
9,1998-12-01,6.08333333333333,6.08333333333333,"Frisky"
18,1998-12-01,15.1875,10.1875,"Lazuli"
28,1998-12-01,9,9,"Rascals"
35,1998-12-01,11.9473684210526,11.7894736842105,"Vivian"
36,1998-12-01,9.89285714285714,8.89285714285714,"Whiskers"
39,1998-12-01,8.90476190476191,5.90476190476191,"X-iles"
40,1998-12-01,22.6071428571429,18.6071428571429,"YoungOnes"
7,1999-01-01,14.7727272727273,14.7727272727273,"DrieDoring"
8,1999-01-01,8.22222222222222,7.94444444444444,"Elveera"
9,1999-01-01,9.3,9.3,"Frisky"
18,1999-01-01,16.16,14.96,"Lazuli"
28,1999-01-01,8.5,8.5,"Rascals"
35,1999-01-01,13.9230769230769,11.0384615384615,"Vivian"
36,1999-01-01,12.8076923076923,8.84615384615385,"Whiskers"
39,1999-01-01,8.9375,5.9375,"X-iles"
40,1999-01-01,21.9655172413793,21.6896551724138,"YoungOnes"
7,1999-02-01,18.12,13.84,"DrieDoring"
8,1999-02-01,7.45,7.45,"Elveera"
9,1999-02-01,12.9,9.3,"Frisky"
18,1999-02-01,20.7777777777778,15,"Lazuli"
28,1999-02-01,9.8,8.2,"Rascals"
35,1999-02-01,11.3333333333333,8.33333333333333,"Vivian"
36,1999-02-01,13,13,"Whiskers"
39,1999-02-01,12.1428571428571,8.82142857142857,"X-iles"
40,1999-02-01,26.6,19.32,"YoungOnes"
7,1999-03-01,19,14,"DrieDoring"
8,1999-03-01,9.68965517241379,8,"Elveera"
9,1999-03-01,17.7777777777778,17.7777777777778,"Frisky"
18,1999-03-01,20.7391304347826,14.9565217391304,"Lazuli"
20,1999-03-01,6.81818181818182,6.81818181818182,"Nemesis"
28,1999-03-01,12.6363636363636,9,"Rascals"
35,1999-03-01,12.6363636363636,11,"Vivian"
36,1999-03-01,13,13,"Whiskers"
39,1999-03-01,13,9,"X-iles"
40,1999-03-01,26.8571428571429,19,"YoungOnes"
7,1999-04-01,17.9166666666667,17.9166666666667,"DrieDoring"
8,1999-04-01,10.6153846153846,7.76923076923077,"Elveera"
9,1999-04-01,16.7777777777778,16.7777777777778,"Frisky"
18,1999-04-01,19.1904761904762,19.1904761904762,"Lazuli"
20,1999-04-01,6.375,6.375,"Nemesis"
28,1999-04-01,10.75,10.75,"Rascals"
35,1999-04-01,14.9310344827586,10.9310344827586,"Vivian"
36,1999-04-01,12.962962962963,12.962962962963,"Whiskers"
39,1999-04-01,11,11,"X-iles"
40,1999-04-01,24.7,24.7,"YoungOnes"
7,1999-05-01,18,18,"DrieDoring"
8,1999-05-01,11,11,"Elveera"
9,1999-05-01,17,17,"Frisky"
18,1999-05-01,19,19,"Lazuli"
20,1999-05-01,5.93333333333333,5.93333333333333,"Nemesis"
28,1999-05-01,9.91666666666667,9.91666666666667,"Rascals"
35,1999-05-01,15,15,"Vivian"
36,1999-05-01,13,13,"Whiskers"
39,1999-05-01,9.95,9.95,"X-iles"
40,1999-05-01,23.8666666666667,22.9333333333333,"YoungOnes"
7,1999-06-01,17.7368421052632,17.7368421052632,"DrieDoring"
8,1999-06-01,10.9047619047619,10.9047619047619,"Elveera"
9,1999-06-01,13.6363636363636,13.6363636363636,"Frisky"
18,1999-06-01,18.5,18.5,"Lazuli"
20,1999-06-01,5.9375,5.9375,"Nemesis"
28,1999-06-01,9.54545454545454,9.54545454545454,"Rascals"
35,1999-06-01,15,15,"Vivian"
36,1999-06-01,12.8947368421053,12.8947368421053,"Whiskers"
39,1999-06-01,9.61111111111111,9.61111111111111,"X-iles"
40,1999-06-01,26.4074074074074,22.5555555555556,"YoungOnes"
7,1999-07-01,16.7333333333333,16.7333333333333,"DrieDoring"
8,1999-07-01,11,11,"Elveera"
9,1999-07-01,10.2941176470588,10.2941176470588,"Frisky"
18,1999-07-01,17.3333333333333,17.3333333333333,"Lazuli"
20,1999-07-01,5.90909090909091,5.90909090909091,"Nemesis"
28,1999-07-01,8.46153846153846,8.46153846153846,"Rascals"
35,1999-07-01,14.5,14.5,"Vivian"
36,1999-07-01,12.5,12.5,"Whiskers"
39,1999-07-01,7.06666666666667,7.06666666666667,"X-iles"
40,1999-07-01,22.7777777777778,22.7777777777778,"YoungOnes"
7,1999-08-01,14.5454545454545,14.5454545454545,"DrieDoring"
8,1999-08-01,10.5,10.3636363636364,"Elveera"
9,1999-08-01,12.4,10.9,"Frisky"
18,1999-08-01,17.9259259259259,17.9259259259259,"Lazuli"
20,1999-08-01,5.67857142857143,5.60714285714286,"Nemesis"
28,1999-08-01,9.7,9.7,"Rascals"
35,1999-08-01,15.1333333333333,14.4666666666667,"Vivian"
36,1999-08-01,15.5666666666667,12.9333333333333,"Whiskers"
39,1999-08-01,5.39285714285714,5.39285714285714,"X-iles"
40,1999-08-01,20.4210526315789,20.4210526315789,"YoungOnes"
7,1999-09-01,17.0384615384615,13.8076923076923,"DrieDoring"
8,1999-09-01,12,11,"Elveera"
9,1999-09-01,13.52,10.52,"Frisky"
14,1999-09-01,4.42857142857143,4.42857142857143,"Jabberwocky"
18,1999-09-01,17.5,15.8636363636364,"Lazuli"
20,1999-09-01,6.66666666666667,6,"Nemesis"
28,1999-09-01,12.3333333333333,9.66666666666667,"Rascals"
35,1999-09-01,18.5384615384615,14.5384615384615,"Vivian"
36,1999-09-01,14.5652173913043,11.5652173913043,"Whiskers"
39,1999-09-01,6.25,6,"X-iles"
40,1999-09-01,26.1428571428571,22.5714285714286,"YoungOnes"
7,1999-10-01,16.875,11.875,"DrieDoring"
8,1999-10-01,9.55,9.55,"Elveera"
9,1999-10-01,9.04,8.8,"Frisky"
14,1999-10-01,2.8,2.8,"Jabberwocky"
18,1999-10-01,13.8823529411765,11.8823529411765,"Lazuli"
20,1999-10-01,6,6,"Nemesis"
28,1999-10-01,10.7142857142857,6.71428571428571,"Rascals"
33,1999-10-01,9,7,"Umbongo"
35,1999-10-01,16.8571428571429,16.8571428571429,"Vivian"
36,1999-10-01,11.0357142857143,10.3214285714286,"Whiskers"
39,1999-10-01,5.25,5.25,"X-iles"
40,1999-10-01,19.9473684210526,17.7368421052632,"YoungOnes"
7,1999-11-01,12.4285714285714,12.4285714285714,"DrieDoring"
8,1999-11-01,9,9,"Elveera"
9,1999-11-01,13.5789473684211,8.21052631578947,"Frisky"
18,1999-11-01,9.93333333333333,9.53333333333333,"Lazuli"
20,1999-11-01,8,8,"Nemesis"
28,1999-11-01,10.8333333333333,10.8333333333333,"Rascals"
33,1999-11-01,8.7,8.7,"Umbongo"
35,1999-11-01,19.25,18.625,"Vivian"
36,1999-11-01,14.1111111111111,10.8888888888889,"Whiskers"
39,1999-11-01,4.84615384615385,4.46153846153846,"X-iles"
40,1999-11-01,18.9230769230769,18.9230769230769,"YoungOnes"
7,1999-12-01,16.5,11.6875,"DrieDoring"
8,1999-12-01,8.5,8.5,"Elveera"
9,1999-12-01,14.1176470588235,8.47058823529412,"Frisky"
18,1999-12-01,16.125,10.875,"Lazuli"
28,1999-12-01,10,10,"Rascals"
33,1999-12-01,8.71428571428571,8.71428571428571,"Umbongo"
35,1999-12-01,17.2,16.6,"Vivian"
36,1999-12-01,13.7857142857143,10.9285714285714,"Whiskers"
40,1999-12-01,23,19.7,"YoungOnes"
7,2000-01-01,15.25,10.9,"DrieDoring"
8,2000-01-01,9.12,8.28,"Elveera"
9,2000-01-01,12.6666666666667,12.25,"Frisky"
18,2000-01-01,16.25,16.25,"Lazuli"
28,2000-01-01,9.66666666666667,9.66666666666667,"Rascals"
33,2000-01-01,10,7.72727272727273,"Umbongo"
35,2000-01-01,19.5333333333333,19.1333333333333,"Vivian"
36,2000-01-01,16.4347826086957,12.7826086956522,"Whiskers"
40,2000-01-01,24.125,19.25,"YoungOnes"
7,2000-02-01,16.8,16.2666666666667,"DrieDoring"
8,2000-02-01,16.625,8.75,"Elveera"
9,2000-02-01,20,15,"Frisky"
18,2000-02-01,19.9565217391304,16.9130434782609,"Lazuli"
28,2000-02-01,10.8571428571429,9.71428571428571,"Rascals"
33,2000-02-01,13.7857142857143,10,"Umbongo"
35,2000-02-01,22.6666666666667,19.7333333333333,"Vivian"
36,2000-02-01,16.8,12.85,"Whiskers"
40,2000-02-01,24.75,24.75,"YoungOnes"
7,2000-03-01,18,17,"DrieDoring"
8,2000-03-01,17.8571428571429,8.95238095238095,"Elveera"
9,2000-03-01,18.2857142857143,18.2857142857143,"Frisky"
18,2000-03-01,23.2727272727273,16.6363636363636,"Lazuli"
28,2000-03-01,10.7857142857143,8.78571428571429,"Rascals"
33,2000-03-01,12.8235294117647,9.88235294117647,"Umbongo"
35,2000-03-01,22.32,19.6,"Vivian"
36,2000-03-01,18.7857142857143,18.2142857142857,"Whiskers"
40,2000-03-01,22.6785714285714,22.25,"YoungOnes"
7,2000-04-01,16.8181818181818,16.8181818181818,"DrieDoring"
8,2000-04-01,18,18,"Elveera"
9,2000-04-01,22.15,18.9,"Frisky"
18,2000-04-01,23.9,23.9,"Lazuli"
28,2000-04-01,13.875,10.875,"Rascals"
33,2000-04-01,12.75,12.75,"Umbongo"
35,2000-04-01,20.7916666666667,20.7916666666667,"Vivian"
36,2000-04-01,21.2941176470588,18,"Whiskers"
40,2000-04-01,26.7916666666667,23.7916666666667,"YoungOnes"
7,2000-05-01,19.75,16.6428571428571,"DrieDoring"
8,2000-05-01,18,18,"Elveera"
9,2000-05-01,24.1,19.1666666666667,"Frisky"
18,2000-05-01,24,24,"Lazuli"
28,2000-05-01,14.5,11,"Rascals"
33,2000-05-01,14.1538461538462,12.1538461538462,"Umbongo"
35,2000-05-01,24.551724137931,20.7931034482759,"Vivian"
36,2000-05-01,20.5833333333333,17.5833333333333,"Whiskers"
40,2000-05-01,27.6,25.4,"YoungOnes"
7,2000-06-01,18.5185185185185,14.962962962963,"DrieDoring"
8,2000-06-01,17.6666666666667,17.6666666666667,"Elveera"
9,2000-06-01,23.9565217391304,23.9565217391304,"Frisky"
18,2000-06-01,23.125,23.125,"Lazuli"
28,2000-06-01,13.9,13.9,"Rascals"
33,2000-06-01,13.0454545454545,11.0454545454545,"Umbongo"
35,2000-06-01,24.0714285714286,20.1785714285714,"Vivian"
36,2000-06-01,20.8125,20.8125,"Whiskers"
40,2000-06-01,23.32,22.44,"YoungOnes"
7,2000-07-01,18.1363636363636,18.1363636363636,"DrieDoring"
8,2000-07-01,16.7916666666667,16.7916666666667,"Elveera"
9,2000-07-01,23.92,23.92,"Frisky"
18,2000-07-01,22.56,22.56,"Lazuli"
28,2000-07-01,13.9333333333333,13.9333333333333,"Rascals"
33,2000-07-01,10.2758620689655,9.96551724137931,"Umbongo"
35,2000-07-01,22.0833333333333,22.0833333333333,"Vivian"
36,2000-07-01,19.7619047619048,19.7619047619048,"Whiskers"
40,2000-07-01,21.4827586206897,20.5172413793103,"YoungOnes"
7,2000-08-01,16.35,16.35,"DrieDoring"
8,2000-08-01,16.9,16.9,"Elveera"
9,2000-08-01,23.4090909090909,23.4090909090909,"Frisky"
18,2000-08-01,24.875,23.5833333333333,"Lazuli"
28,2000-08-01,13.4166666666667,13.4166666666667,"Rascals"
33,2000-08-01,14.8636363636364,12,"Umbongo"
35,2000-08-01,22.68,22.56,"Vivian"
36,2000-08-01,20.0416666666667,20.0416666666667,"Whiskers"
40,2000-08-01,28.2413793103448,27.448275862069,"YoungOnes"
7,2000-09-01,16.8695652173913,16.8695652173913,"DrieDoring"
8,2000-09-01,19.6538461538462,17.9615384615385,"Elveera"
9,2000-09-01,19.1304347826087,19.1304347826087,"Frisky"
18,2000-09-01,25,21,"Lazuli"
28,2000-09-01,15.5789473684211,13.4736842105263,"Rascals"
33,2000-09-01,11.9583333333333,9.08333333333333,"Umbongo"
35,2000-09-01,23.96,21.76,"Vivian"
36,2000-09-01,18.6818181818182,18.6818181818182,"Whiskers"
40,2000-09-01,22.6666666666667,21.1111111111111,"YoungOnes"
7,2000-10-01,20.7894736842105,17.1052631578947,"DrieDoring"
8,2000-10-01,21.7,17.9,"Elveera"
9,2000-10-01,22.3181818181818,19.4545454545455,"Frisky"
17,2000-10-01,4.8,4.8,"KK"
18,2000-10-01,25.5454545454545,25.5454545454545,"Lazuli"
28,2000-10-01,16.7777777777778,12.7777777777778,"Rascals"
33,2000-10-01,13.8636363636364,10.5909090909091,"Umbongo"
35,2000-10-01,27.125,20.7916666666667,"Vivian"
36,2000-10-01,18.6875,16.5,"Whiskers"
40,2000-10-01,18.7083333333333,18.2916666666667,"YoungOnes"
7,2000-11-01,21,17.1363636363636,"DrieDoring"
8,2000-11-01,20.25,20.25,"Elveera"
9,2000-11-01,23.0434782608696,19.2608695652174,"Frisky"
18,2000-11-01,24.15,21.6,"Lazuli"
28,2000-11-01,16.92,16.92,"Rascals"
33,2000-11-01,16.9333333333333,10.9333333333333,"Umbongo"
35,2000-11-01,27.72,27.52,"Vivian"
36,2000-11-01,20.0434782608696,17.1739130434783,"Whiskers"
40,2000-11-01,27.0434782608696,22.3913043478261,"YoungOnes"
7,2000-12-01,21.3333333333333,21.3333333333333,"DrieDoring"
8,2000-12-01,21.2857142857143,21.2857142857143,"Elveera"
9,2000-12-01,24.4347826086957,23.1739130434783,"Frisky"
18,2000-12-01,27.4117647058824,25.5882352941176,"Lazuli"
26,2000-12-01,1,1,"QQ"
28,2000-12-01,20.9565217391304,16.9565217391304,"Rascals"
33,2000-12-01,16.5714285714286,16.5714285714286,"Umbongo"
35,2000-12-01,32.0714285714286,28.2857142857143,"Vivian"
36,2000-12-01,20,20,"Whiskers"
40,2000-12-01,24.7058823529412,21.0588235294118,"YoungOnes"
7,2001-01-01,21.2727272727273,21.2727272727273,"DrieDoring"
8,2001-01-01,21,20.0769230769231,"Elveera"
9,2001-01-01,29.8333333333333,24.2083333333333,"Frisky"
18,2001-01-01,23.7894736842105,23.7894736842105,"Lazuli"
28,2001-01-01,21.2272727272727,16.3181818181818,"Rascals"
33,2001-01-01,16.2352941176471,16.2352941176471,"Umbongo"
35,2001-01-01,33.3846153846154,28.3846153846154,"Vivian"
36,2001-01-01,22,22,"Whiskers"
40,2001-01-01,24.6153846153846,24.6153846153846,"YoungOnes"
7,2001-02-01,21.5,21.5,"DrieDoring"
8,2001-02-01,24.4090909090909,20.7727272727273,"Elveera"
9,2001-02-01,29.8235294117647,29.8235294117647,"Frisky"
18,2001-02-01,26.5,26.5,"Lazuli"
26,2001-02-01,1,1,"QQ"
28,2001-02-01,22.84,21.84,"Rascals"
33,2001-02-01,16.5333333333333,15.4666666666667,"Umbongo"
35,2001-02-01,33,33,"Vivian"
36,2001-02-01,24.1578947368421,21.8947368421053,"Whiskers"
40,2001-02-01,25,25,"YoungOnes"
7,2001-03-01,23,20.35,"DrieDoring"
8,2001-03-01,25.8888888888889,21.8888888888889,"Elveera"
9,2001-03-01,31.7777777777778,30.1111111111111,"Frisky"
18,2001-03-01,25.5,25.5,"Lazuli"
28,2001-03-01,27,22,"Rascals"
33,2001-03-01,19.952380952381,15.952380952381,"Umbongo"
35,2001-03-01,33.8571428571429,32.8571428571429,"Vivian"
36,2001-03-01,23.5714285714286,20.8571428571429,"Whiskers"
40,2001-03-01,26,26,"YoungOnes"
7,2001-04-01,23.3684210526316,20.4736842105263,"DrieDoring"
8,2001-04-01,23.8333333333333,23.8333333333333,"Elveera"
9,2001-04-01,33.4736842105263,29,"Frisky"
18,2001-04-01,25.5555555555556,25.5555555555556,"Lazuli"
28,2001-04-01,26.125,21.375,"Rascals"
33,2001-04-01,15.3076923076923,15.3076923076923,"Umbongo"
35,2001-04-01,33.3478260869565,31.4347826086957,"Vivian"
36,2001-04-01,24.5714285714286,24.5714285714286,"Whiskers"
40,2001-04-01,27.1176470588235,25.4705882352941,"YoungOnes"
7,2001-05-01,23.7857142857143,23.7857142857143,"DrieDoring"
8,2001-05-01,22.9166666666667,22.9166666666667,"Elveera"
9,2001-05-01,34.9444444444444,34.9444444444444,"Frisky"
18,2001-05-01,25.125,25.125,"Lazuli"
28,2001-05-01,25.7333333333333,25.7333333333333,"Rascals"
33,2001-05-01,15,15,"Umbongo"
35,2001-05-01,34.2666666666667,34.2666666666667,"Vivian"
36,2001-05-01,23.5,23.5,"Whiskers"
40,2001-05-01,30.2352941176471,26.5294117647059,"YoungOnes"
7,2001-06-01,22.3571428571429,22.3571428571429,"DrieDoring"
8,2001-06-01,26.5789473684211,22.6842105263158,"Elveera"
9,2001-06-01,35.8461538461538,35.8461538461538,"Frisky"
18,2001-06-01,23.6666666666667,23.6666666666667,"Lazuli"
28,2001-06-01,26,26,"Rascals"
33,2001-06-01,12.8666666666667,12.8666666666667,"Umbongo"
35,2001-06-01,33,33,"Vivian"
36,2001-06-01,18.5,18.5,"Whiskers"
40,2001-06-01,28.2142857142857,28.2142857142857,"YoungOnes"
7,2001-07-01,22.2857142857143,22.2857142857143,"DrieDoring"
8,2001-07-01,24.3913043478261,20.3913043478261,"Elveera"
9,2001-07-01,33.5294117647059,33.5294117647059,"Frisky"
18,2001-07-01,19.875,19.875,"Lazuli"
28,2001-07-01,25.3181818181818,25.3181818181818,"Rascals"
33,2001-07-01,13,13,"Umbongo"
35,2001-07-01,23.695652173913,23.695652173913,"Vivian"
36,2001-07-01,17.05,17.05,"Whiskers"
40,2001-07-01,24.1052631578947,24.1052631578947,"YoungOnes"
4,2001-08-01,17.25,17.25,"Balrog"
7,2001-08-01,21.7142857142857,21.7142857142857,"DrieDoring"
8,2001-08-01,25.3461538461538,24.8846153846154,"Elveera"
9,2001-08-01,33.2105263157895,33.2105263157895,"Frisky"
12,2001-08-01,12.4444444444444,12.4444444444444,"Hobgoblin"
18,2001-08-01,17.65,17.65,"Lazuli"
28,2001-08-01,28.1176470588235,24.7647058823529,"Rascals"
33,2001-08-01,13,13,"Umbongo"
35,2001-08-01,23.7368421052632,23.1052631578947,"Vivian"
36,2001-08-01,19.35,19.35,"Whiskers"
40,2001-08-01,24.7692307692308,24.7692307692308,"YoungOnes"
4,2001-09-01,15.1666666666667,15.1666666666667,"Balrog"
7,2001-09-01,21.5,21.5,"DrieDoring"
8,2001-09-01,23,21.5789473684211,"Elveera"
9,2001-09-01,35.1904761904762,34.4285714285714,"Frisky"
12,2001-09-01,8,8,"Hobgoblin"
18,2001-09-01,14.7368421052632,14.7368421052632,"Lazuli"
28,2001-09-01,27.5294117647059,24.4117647058824,"Rascals"
33,2001-09-01,14.6315789473684,13,"Umbongo"
35,2001-09-01,22.7333333333333,20.5333333333333,"Vivian"
36,2001-09-01,16.4,16.4,"Whiskers"
40,2001-09-01,23.4,23.4,"YoungOnes"
4,2001-10-01,14.25,14.25,"Balrog"
7,2001-10-01,10.4545454545455,10.4545454545455,"DrieDoring"
8,2001-10-01,14.047619047619,14.047619047619,"Elveera"
9,2001-10-01,28.25,26.75,"Frisky"
18,2001-10-01,12.75,12.75,"Lazuli"
28,2001-10-01,20.8421052631579,20.8421052631579,"Rascals"
32,2001-10-01,3,3,"Tottenham"
33,2001-10-01,14.3181818181818,12.3181818181818,"Umbongo"
35,2001-10-01,27.3571428571429,26.7857142857143,"Vivian"
36,2001-10-01,14.1538461538462,14.1538461538462,"Whiskers"
40,2001-10-01,16.5,15.4285714285714,"YoungOnes"
4,2001-11-01,17.5,15,"Balrog"
7,2001-11-01,8.33333333333333,8.33333333333333,"DrieDoring"
8,2001-11-01,18.25,14.5625,"Elveera"
9,2001-11-01,23.1875,23.1875,"Frisky"
10,2001-11-01,5,5,"Gattaca"
12,2001-11-01,2.66666666666667,2,"Hobgoblin"
18,2001-11-01,11.45,11.45,"Lazuli"
28,2001-11-01,26.8461538461538,22.6153846153846,"Rascals"
32,2001-11-01,4,4,"Tottenham"
33,2001-11-01,14.0526315789474,13.5263157894737,"Umbongo"
35,2001-11-01,33.3157894736842,29.4210526315789,"Vivian"
36,2001-11-01,12.4545454545455,12.4545454545455,"Whiskers"
40,2001-11-01,12.75,11.75,"YoungOnes"
41,2001-11-01,3.2,2.6,"Zappa"
4,2001-12-01,21.5714285714286,16.5714285714286,"Balrog"
7,2001-12-01,13.5333333333333,10.6666666666667,"DrieDoring"
8,2001-12-01,20.9230769230769,14.9230769230769,"Elveera"
9,2001-12-01,27.8666666666667,24.0666666666667,"Frisky"
10,2001-12-01,6.66666666666667,5,"Gattaca"
12,2001-12-01,2,2,"Hobgoblin"
18,2001-12-01,10.7894736842105,9.10526315789474,"Lazuli"
28,2001-12-01,25.9166666666667,20.9166666666667,"Rascals"
32,2001-12-01,4,4,"Tottenham"
33,2001-12-01,17.6111111111111,13,"Umbongo"
35,2001-12-01,33.6666666666667,29.6666666666667,"Vivian"
36,2001-12-01,13.4166666666667,12,"Whiskers"
40,2001-12-01,15.75,13.5,"YoungOnes"
41,2001-12-01,6,3,"Zappa"
4,2002-01-01,22,22,"Balrog"
7,2002-01-01,17.75,11.75,"DrieDoring"
8,2002-01-01,21,21,"Elveera"
9,2002-01-01,29.8,24.8,"Frisky"
10,2002-01-01,9.57142857142857,5.57142857142857,"Gattaca"
18,2002-01-01,11,9,"Lazuli"
28,2002-01-01,28.3076923076923,28,"Rascals"
32,2002-01-01,4.5,4,"Tottenham"
33,2002-01-01,16,16,"Umbongo"
35,2002-01-01,30.25,30.25,"Vivian"
36,2002-01-01,19.6666666666667,12.6666666666667,"Whiskers"
40,2002-01-01,17.75,13.75,"YoungOnes"
41,2002-01-01,6,3,"Zappa"
4,2002-02-01,21.6,21.6,"Balrog"
7,2002-02-01,17.1,17.1,"DrieDoring"
8,2002-02-01,24.8,20.05,"Elveera"
9,2002-02-01,29.25,29.25,"Frisky"
10,2002-02-01,9.33333333333333,9.33333333333333,"Gattaca"
18,2002-02-01,10.25,10.25,"Lazuli"
28,2002-02-01,31.25,27.75,"Rascals"
32,2002-02-01,5.8,3.8,"Tottenham"
33,2002-02-01,16,16,"Umbongo"
35,2002-02-01,34.8333333333333,34.8333333333333,"Vivian"
36,2002-02-01,17.6363636363636,17.6363636363636,"Whiskers"
40,2002-02-01,18.7222222222222,17.8888888888889,"YoungOnes"
41,2002-02-01,6.83333333333333,6,"Zappa"
4,2002-03-01,21.75,21.75,"Balrog"
7,2002-03-01,16.8181818181818,16.8181818181818,"DrieDoring"
8,2002-03-01,25.5454545454545,20.6818181818182,"Elveera"
9,2002-03-01,39,30.5333333333333,"Frisky"
10,2002-03-01,9.08333333333333,8.25,"Gattaca"
18,2002-03-01,10.8461538461538,10.8461538461538,"Lazuli"
28,2002-03-01,29.45,29.45,"Rascals"
32,2002-03-01,6,6,"Tottenham"
35,2002-03-01,33.45,33.45,"Vivian"
36,2002-03-01,18.8125,18.8125,"Whiskers"
