"year","experiment","model","Longitude","Latitude","tmax35","tmax37"
2000,"historical","EC-Earth3-CC",18.984375,-22.10522,12,0
2000,"historical","EC-Earth3-CC",18.984375,-21.40347,17,1
2000,"historical","EC-Earth3-CC",18.984375,-20.70171,28,7
2000,"historical","EC-Earth3-CC",18.984375,-19.99996,40,11
2000,"historical","EC-Earth3-CC",18.984375,-19.29821,39,16
2000,"historical","EC-Earth3-CC",18.984375,-18.59645,43,23
2000,"historical","EC-Earth3-CC",18.984375,-17.8947,45,23
2000,"historical","EC-Earth3-CC",18.984375,-17.19295,36,13
2000,"historical","EC-Earth3-CC",18.984375,-16.4912,26,10
2000,"historical","EC-Earth3-CC",18.984375,-15.78944,25,5
2000,"historical","EC-Earth3-CC",18.984375,-15.08769,22,3
2000,"historical","EC-Earth3-CC",18.984375,-14.38594,20,0
2000,"historical","EC-Earth3-CC",19.6875,-34.73677,0,0
2000,"historical","EC-Earth3-CC",19.6875,-34.03502,6,1
2000,"historical","EC-Earth3-CC",19.6875,-33.33326,28,11
2000,"historical","EC-Earth3-CC",19.6875,-32.63151,45,18
2000,"historical","EC-Earth3-CC",19.6875,-31.92976,51,27
2000,"historical","EC-Earth3-CC",19.6875,-31.228,53,27
2000,"historical","EC-Earth3-CC",19.6875,-30.52625,60,32
2000,"historical","EC-Earth3-CC",19.6875,-29.8245,70,38
2000,"historical","EC-Earth3-CC",19.6875,-29.12275,90,49
2000,"historical","EC-Earth3-CC",19.6875,-28.42099,110,62
2000,"historical","EC-Earth3-CC",19.6875,-27.71924,96,56
2000,"historical","EC-Earth3-CC",19.6875,-27.01749,96,55
2000,"historical","EC-Earth3-CC",19.6875,-26.31573,95,59
2000,"historical","EC-Earth3-CC",19.6875,-25.61398,92,57
2000,"historical","EC-Earth3-CC",19.6875,-24.91223,85,43
2000,"historical","EC-Earth3-CC",19.6875,-24.21048,73,27
2000,"historical","EC-Earth3-CC",19.6875,-23.50872,52,11
2000,"historical","EC-Earth3-CC",19.6875,-22.80697,37,4
2000,"historical","EC-Earth3-CC",19.6875,-22.10522,25,2
2000,"historical","EC-Earth3-CC",19.6875,-21.40347,32,3
2000,"historical","EC-Earth3-CC",19.6875,-20.70171,39,10
2000,"historical","EC-Earth3-CC",19.6875,-19.99996,43,17
2000,"historical","EC-Earth3-CC",19.6875,-19.29821,40,22
2000,"historical","EC-Earth3-CC",19.6875,-18.59645,39,23
2000,"historical","EC-Earth3-CC",19.6875,-17.8947,43,24
2000,"historical","EC-Earth3-CC",19.6875,-17.19295,33,17
2000,"historical","EC-Earth3-CC",19.6875,-16.4912,27,13
2000,"historical","EC-Earth3-CC",19.6875,-15.78944,27,11
2000,"historical","EC-Earth3-CC",19.6875,-15.08769,24,8
2000,"historical","EC-Earth3-CC",19.6875,-14.38594,20,4
2000,"historical","EC-Earth3-CC",20.390625,-34.73677,0,0
