week,date,n_weeklyresid,year,uniqueinds,weeklyresid,weeklyreldev,MonthStart,GroupSize
52,29/12/2012,122,2012,46,-11.66734439,0.980325475,01/12/2012,13.16928866
1,07/01/2013,119,2013,38,-12.32554229,0.98011285,01/01/2013,12.27334875
2,14/01/2013,119,2013,43,-14.95954838,0.975946757,01/01/2013,12.27334875
3,21/01/2013,129,2013,49,-26.0158155,0.959558872,01/01/2013,12.27334875
4,28/01/2013,155,2013,54,-20.61849596,0.966962868,01/01/2013,12.27334875
5,04/02/2013,112,2013,50,-34.51402667,0.94566904,01/02/2013,12.12910369
6,11/02/2013,130,2013,48,-52.56601532,0.917495702,01/02/2013,12.12910369
7,18/02/2013,162,2013,59,-55.17430696,0.910870794,01/02/2013,12.12910369
8,25/02/2013,117,2013,50,-44.94191273,0.92900116,01/02/2013,12.12910369
9,04/03/2013,161,2013,62,-65.2445383,0.897155391,01/03/2013,11.52187039
10,11/03/2013,216,2013,60,-67.82910695,0.893037028,01/03/2013,11.52187039
11,18/03/2013,194,2013,65,-78.04987883,0.87679567,01/03/2013,11.52187039
12,25/03/2013,153,2013,60,-88.82391723,0.856775045,01/03/2013,11.52187039
13,01/04/2013,114,2013,51,-75.32403022,0.876685306,01/04/2013,10.58826241
14,08/04/2013,188,2013,61,-43.86618189,0.92955405,01/04/2013,10.58826241
15,15/04/2013,155,2013,56,-20.53971011,0.96711661,01/04/2013,10.58826241
16,22/04/2013,145,2013,56,-0.445967552,0.998844159,01/04/2013,10.58826241
17,29/04/2013,153,2013,60,6.684844301,1.010122092,01/04/2013,10.58826241
18,06/05/2013,152,2013,54,3.069883615,1.004614989,01/05/2013,10.88585797
19,13/05/2013,179,2013,57,0.273794557,1.001186408,01/05/2013,10.88585797
20,20/05/2013,173,2013,58,2.269785386,1.003788249,01/05/2013,10.88585797
21,27/05/2013,177,2013,57,-2.899582487,0.995808124,01/05/2013,10.88585797
22,03/06/2013,166,2013,56,-2.101953022,0.997317475,01/06/2013,11.18361866
23,10/06/2013,167,2013,57,-9.765546121,0.985186624,01/06/2013,11.18361866
24,17/06/2013,203,2013,59,-15.35872159,0.975988805,01/06/2013,11.18361866
25,24/06/2013,121,2013,47,-8.997988423,0.986311979,01/06/2013,11.18361866
26,01/07/2013,127,2013,55,-10.55103911,0.983501414,01/07/2013,11.13699039
27,08/07/2013,138,2013,56,-6.56721652,0.989922086,01/07/2013,11.13699039
28,15/07/2013,156,2013,53,11.36544073,1.018112499,01/07/2013,11.13699039
29,22/07/2013,174,2013,54,15.7696495,1.024651559,01/07/2013,11.13699039
30,29/07/2013,162,2013,51,12.91425271,1.020209183,01/07/2013,11.13699039
31,05/08/2013,160,2013,53,12.71132252,1.020627286,01/08/2013,9.262889167
32,12/08/2013,118,2013,48,7.150662902,1.01064457,01/08/2013,9.262889167
33,19/08/2013,101,2013,44,-2.032085954,0.99662576,01/08/2013,9.262889167
34,26/08/2013,175,2013,48,1.2735645,1.001950294,01/08/2013,9.262889167
35,02/09/2013,149,2013,46,-5.529394387,0.991288261,01/09/2013,8.567725925
36,09/09/2013,154,2013,45,-8.805654298,0.986453269,01/09/2013,8.567725925
37,16/09/2013,130,2013,42,-5.027781601,0.992053849,01/09/2013,8.567725925
38,23/09/2013,108,2013,41,-10.3629891,0.983196338,01/09/2013,8.567725925
39,30/09/2013,122,2013,42,-3.0067371,0.995489266,01/10/2013,8.667497461
40,07/10/2013,103,2013,41,-31.5756183,0.949327491,01/10/2013,8.667497461
41,14/10/2013,149,2013,37,-28.15849458,0.954507447,01/10/2013,8.667497461
42,21/10/2013,93,2013,34,34.66029116,1.054860674,01/10/2013,8.667497461
43,28/10/2013,89,2013,35,61.46734731,1.099436124,01/10/2013,8.667497461
44,04/11/2013,94,2013,29,50.08373864,1.081627379,01/11/2013,9.052716681
45,11/11/2013,124,2013,38,27.90708668,1.045272283,01/11/2013,9.052716681
46,18/11/2013,143,2013,36,13.06360551,1.021992976,01/11/2013,9.052716681
47,25/11/2013,78,2013,33,22.75260425,1.037214454,01/11/2013,9.052716681
48,02/12/2013,47,2013,22,70.27071224,1.116972757,01/12/2013,7.624032783
49,09/12/2013,48,2013,21,91.9698543,1.148022232,01/12/2013,7.624032783
50,16/12/2013,62,2013,22,88.0754649,1.142048385,01/12/2013,7.624032783
51,23/12/2013,37,2013,14,58.52067186,1.103993107,01/12/2013,7.624032783
52,30/12/2013,22,2013,13,67.69209666,1.105387047,01/12/2013,7.624032783
1,07/01/2014,20,2014,11,66.86328735,1.109270248,01/01/2014,7.815535204
2,14/01/2014,24,2014,11,41.76064279,1.069235846,01/01/2014,7.815535204
3,21/01/2014,30,2014,13,23.55138917,1.042808015,01/01/2014,7.815535204
4,28/01/2014,36,2014,16,30.16635236,1.055172363,01/01/2014,7.815535204
5,04/02/2014,28,2014,13,46.86956001,1.078863765,01/02/2014,7.849234881
6,11/02/2014,23,2014,12,56.2634501,1.090334951,01/02/2014,7.849234881
7,18/02/2014,29,2014,12,29.59310885,1.050756874,01/02/2014,7.849234881
8,25/02/2014,27,2014,11,42.01565949,1.07038235,01/02/2014,7.849234881
9,04/03/2014,27,2014,11,41.97779276,1.071004219,01/03/2014,8.712714426
10,11/03/2014,24,2014,11,35.45562913,1.061082728,01/03/2014,8.712714426
11,18/03/2014,39,2014,15,28.05114593,1.045073782,01/03/2014,8.712714426
12,25/03/2014,44,2014,19,30.82473084,1.048261654,01/03/2014,8.712714426
13,01/04/2014,35,2014,15,14.86038032,1.022784859,01/04/2014,10.08618269
14,08/04/2014,44,2014,16,20.55463814,1.030859485,01/04/2014,10.08618269
15,15/04/2014,34,2014,15,15.53138469,1.026376346,01/04/2014,10.08618269
16,22/04/2014,37,2014,16,10.77488117,1.018761679,01/04/2014,10.08618269
17,29/04/2014,47,2014,17,19.46655619,1.030537485,01/04/2014,10.08618269
18,06/05/2014,44,2014,16,18.28777072,1.028784026,01/05/2014,10.75767887
19,13/05/2014,48,2014,16,19.29495792,1.028864472,01/05/2014,10.75767887
20,20/05/2014,39,2014,14,13.17913191,1.019483019,01/05/2014,10.75767887
21,27/05/2014,44,2014,15,6.972661737,1.009440681,01/05/2014,10.75767887
22,03/06/2014,48,2014,15,13.01840668,1.01816927,01/06/2014,11.06101529
23,10/06/2014,29,2014,14,25.02060863,1.036009742,01/06/2014,11.06101529
24,17/06/2014,42,2014,16,9.338134562,1.01147493,01/06/2014,11.06101529
25,24/06/2014,34,2014,17,11.53478932,1.01504077,01/06/2014,11.06101529
26,01/07/2014,38,2014,15,19.46642742,1.02760511,01/07/2014,11.42715419
27,08/07/2014,31,2014,14,20.46509839,1.030272715,01/07/2014,11.42715419
28,15/07/2014,40,2014,14,6.820174548,1.009883573,01/07/2014,11.42715419
29,22/07/2014,19,2014,10,8.517743256,1.012370226,01/07/2014,11.42715419
30,29/07/2014,25,2014,11,7.603487038,1.011473785,01/07/2014,11.42715419
31,05/08/2014,23,2014,12,14.83839956,1.022725009,01/08/2014,11.01537064
32,12/08/2014,31,2014,16,0.794663194,1.001073395,01/08/2014,11.01537064
33,19/08/2014,31,2014,13,13.73700477,1.021565655,01/08/2014,11.01537064
34,26/08/2014,33,2014,13,16.37141813,1.024754,01/08/2014,11.01537064
35,02/09/2014,45,2014,15,13.07920682,1.02001631,01/09/2014,11.12766157
36,09/09/2014,19,2014,11,-4.40007714,0.993151813,01/09/2014,11.12766157
37,16/09/2014,37,2014,12,-8.878255631,0.985243382,01/09/2014,11.12766157
38,23/09/2014,27,2014,10,-22.6209662,0.965421373,01/09/2014,11.12766157
39,30/09/2014,30,2014,11,1.056995976,0.998429894,01/10/2014,10.43706308
40,07/10/2014,45,2014,16,3.938371625,1.006046515,01/10/2014,10.43706308
41,14/10/2014,49,2014,14,-18.0612766,0.971969703,01/10/2014,10.43706308
42,21/10/2014,35,2014,12,-10.9037466,0.983865609,01/10/2014,10.43706308
43,28/10/2014,40,2014,14,-23.72662075,0.96337614,01/10/2014,10.43706308
44,04/11/2014,32,2014,13,-13.00335391,0.979782771,01/11/2014,9.532491334
45,11/11/2014,40,2014,16,2.673562518,1.000973894,01/11/2014,9.532491334
46,18/11/2014,42,2014,18,8.363902124,1.01070619,01/11/2014,9.532491334
47,25/11/2014,27,2014,12,14.43187146,1.022669748,01/11/2014,9.532491334
48,02/12/2014,36,2014,17,-3.89830406,0.992945753,01/12/2014,9.922860328
49,09/12/2014,39,2014,14,-26.20453523,0.960260711,01/12/2014,9.922860328
50,16/12/2014,56,2014,19,-33.16721967,0.948209039,01/12/2014,9.922860328
51,23/12/2014,73,2014,22,-37.23933301,0.941757095,01/12/2014,9.922860328
52,30/12/2014,56,2014,16,-53.8499348,0.916166807,01/12/2014,9.922860328
1,07/01/2015,58,2015,22,-55.1450155,0.910210696,01/01/2015,9.717970472
2,14/01/2015,64,2015,20,-57.35944751,0.908655382,01/01/2015,9.717970472
3,21/01/2015,72,2015,21,-29.40390829,0.950662732,01/01/2015,9.717970472
4,28/01/2015,55,2015,24,-30.49546156,0.950004539,01/01/2015,9.717970472
5,04/02/2015,47,2015,22,2.045367833,1.003314225,01/02/2015,9.992925064
6,11/02/2015,71,2015,30,0.353276428,1.000783302,01/02/2015,9.992925064
7,18/02/2015,74,2015,31,-11.68317314,0.981294364,01/02/2015,9.992925064
8,25/02/2015,80,2015,29,-26.48884628,0.958384487,01/02/2015,9.992925064
9,04/03/2015,92,2015,33,-21.83079083,0.965803113,01/03/2015,10.9187736
10,11/03/2015,86,2015,31,-24.10772741,0.962309168,01/03/2015,10.9187736
11,18/03/2015,91,2015,34,-26.71984391,0.958224586,01/03/2015,10.9187736
12,25/03/2015,102,2015,35,-20.73772366,0.967279292,01/03/2015,10.9187736
13,01/04/2015,100,2015,35,7.672960935,1.013528003,01/04/2015,12.51575366
14,08/04/2015,83,2015,28,7.339116527,1.013308534,01/04/2015,12.51575366
15,15/04/2015,107,2015,31,25.06459745,1.039943842,01/04/2015,12.51575366
16,22/04/2015,114,2015,34,29.81289289,1.046901289,01/04/2015,12.51575366
17,29/04/2015,92,2015,33,32.72795613,1.051872515,01/04/2015,12.51575366
18,06/05/2015,108,2015,36,36.1608687,1.05750212,01/05/2015,12.78002109
19,13/05/2015,111,2015,37,31.59054959,1.051367862,01/05/2015,12.78002109
20,20/05/2015,68,2015,33,34.02537896,1.052483663,01/05/2015,12.78002109
21,27/05/2015,109,2015,33,35.9876455,1.056501216,01/05/2015,12.78002109
22,03/06/2015,73,2015,31,30.86453777,1.048301267,01/06/2015,11.78778486
23,10/06/2015,52,2015,24,17.78354695,1.028606448,01/06/2015,11.78778486
24,17/06/2015,78,2015,30,25.2234854,1.03981072,01/06/2015,11.78778486
25,24/06/2015,92,2015,38,21.96485733,1.03398914,01/06/2015,11.78778486
26,01/07/2015,85,2015,36,1.129427656,1.000629019,01/07/2015,10.66314539
27,08/07/2015,62,2015,34,10.64778464,1.014028204,01/07/2015,10.66314539
28,15/07/2015,59,2015,28,9.481225941,1.014901956,01/07/2015,10.66314539
29,22/07/2015,58,2015,25,14.45746135,1.023085678,01/07/2015,10.66314539
30,29/07/2015,63,2015,28,6.685021911,1.010576358,01/07/2015,10.66314539
31,05/08/2015,68,2015,29,10.12099217,1.017749471,01/08/2015,10.58640966
32,12/08/2015,75,2015,28,19.29195305,1.031506704,01/08/2015,10.58640966
33,19/08/2015,77,2015,30,14.70319267,1.024441183,01/08/2015,10.58640966
34,26/08/2015,56,2015,25,7.253554182,1.011321326,01/08/2015,10.58640966
35,02/09/2015,45,2015,21,1.864249776,1.004172677,01/09/2015,10.94400519
36,09/09/2015,75,2015,25,-2.505040903,0.996190559,01/09/2015,10.94400519
37,16/09/2015,65,2015,27,2.311232767,1.004428523,01/09/2015,10.94400519
38,23/09/2015,58,2015,24,-5.469756862,0.991468566,01/09/2015,10.94400519
39,30/09/2015,61,2015,27,-0.797061746,0.998857397,01/10/2015,11.76420751
40,07/10/2015,35,2015,19,4.132270499,1.005137464,01/10/2015,11.76420751
41,14/10/2015,68,2015,26,37.22166821,1.06192529,01/10/2015,11.76420751
42,21/10/2015,69,2015,30,34.73708548,1.057788917,01/10/2015,11.76420751
43,28/10/2015,76,2015,28,17.22076834,1.029900663,01/10/2015,11.76420751
44,04/11/2015,79,2015,30,15.77742729,1.028891999,01/11/2015,12.67781233
45,11/11/2015,89,2015,27,10.67452503,1.020514871,01/11/2015,12.67781233
46,18/11/2015,92,2015,27,-16.90389688,0.972474361,01/11/2015,12.67781233
47,25/11/2015,79,2015,29,-32.51356922,0.946672216,01/11/2015,12.67781233
48,02/12/2015,115,2015,30,-53.04015944,0.911684231,01/12/2015,11.2382793
49,09/12/2015,61,2015,29,-60.24474967,0.899870762,01/12/2015,11.2382793
50,16/12/2015,110,2015,34,-69.46307396,0.881915374,01/12/2015,11.2382793
51,23/12/2015,100,2015,32,-83.18295647,0.861867793,01/12/2015,11.2382793
52,30/12/2015,84,2015,31,-97.87714038,0.839316905,01/12/2015,11.2382793
1,07/01/2016,62,2016,26,-110.2496618,0.813918252,01/01/2016,8.243858774
2,14/01/2016,72,2016,30,-119.489163,0.798935852,01/01/2016,8.243858774
3,21/01/2016,91,2016,31,-114.6155812,0.807948,01/01/2016,8.243858774
4,28/01/2016,96,2016,26,-50.80209395,0.914514678,01/01/2016,8.243858774
5,04/02/2016,78,2016,24,-0.265720799,0.998149703,01/02/2016,7.69248578
6,11/02/2016,57,2016,23,38.02016243,1.063761846,01/02/2016,7.69248578
7,18/02/2016,84,2016,26,36.34940892,1.059627285,01/02/2016,7.69248578
8,25/02/2016,79,2016,22,8.003115571,1.013985168,01/02/2016,7.69248578
9,03/03/2016,85,2016,23,-4.76153293,0.992844307,01/03/2016,7.138790647
10,10/03/2016,95,2016,30,-6.781624078,0.99137461,01/03/2016,7.138790647
11,17/03/2016,71,2016,26,-3.810043494,0.99662595,01/03/2016,7.138790647
12,24/03/2016,55,2016,21,11.9619922,1.024717598,01/03/2016,7.138790647
13,31/03/2016,37,2016,13,-12.73377806,0.983313891,01/04/2016,6.729044252
14,07/04/2016,40,2016,14,-7.799767802,0.99103985,01/04/2016,6.729044252
15,14/04/2016,42,2016,16,6.459873196,1.017651571,01/04/2016,6.729044252
16,21/04/2016,63,2016,20,18.46802107,1.03201028,01/04/2016,6.729044252
17,28/04/2016,29,2016,17,46.73510697,1.075033205,01/04/2016,6.729044252
18,05/05/2016,63,2016,25,44.46098095,1.07360786,01/05/2016,7.036305386
19,12/05/2016,68,2016,27,41.08323054,1.069122445,01/05/2016,7.036305386
20,19/05/2016,95,2016,31,41.44126653,1.067464965,01/05/2016,7.036305386
21,26/05/2016,71,2016,26,49.95860662,1.080437282,01/05/2016,7.036305386
22,02/06/2016,66,2016,23,44.73681422,1.066788212,01/06/2016,7.34959221
23,09/06/2016,52,2016,18,62.3436358,1.095682324,01/06/2016,7.34959221
24,16/06/2016,46,2016,13,58.34962268,1.09108532,01/06/2016,7.34959221
25,23/06/2016,50,2016,18,41.61510604,1.068573902,01/06/2016,7.34959221
26,30/06/2016,37,2016,10,25.68876683,1.042699015,01/07/2016,5.978463543
27,07/07/2016,30,2016,8,26.81716411,1.043198755,01/07/2016,5.978463543
28,14/07/2016,29,2016,10,39.94438899,1.063804552,01/07/2016,5.978463543
29,21/07/2016,27,2016,9,45.27097835,1.068333312,01/07/2016,5.978463543
30,28/07/2016,21,2016,9,54.78342306,1.083265039,01/07/2016,5.978463543
31,04/08/2016,26,2016,12,56.21827492,1.092781239,01/08/2016,5.315920296
32,11/08/2016,35,2016,18,48.86119537,1.082910514,01/08/2016,5.315920296
33,18/08/2016,27,2016,16,40.53398873,1.071376061,01/08/2016,5.315920296
34,25/08/2016,36,2016,18,42.60420122,1.071135654,01/08/2016,5.315920296
35,01/09/2016,38,2016,19,47.40191798,1.078801363,01/09/2016,5.843690609
36,08/09/2016,40,2016,18,32.98414394,1.053340293,01/09/2016,5.843690609
37,15/09/2016,30,2016,16,40.80159304,1.064966696,01/09/2016,5.843690609
38,22/09/2016,34,2016,18,39.92573716,1.066082592,01/09/2016,5.843690609
39,29/09/2016,42,2016,16,20.93339788,1.033845422,01/09/2016,5.843690609
40,06/10/2016,51,2016,18,24.17865914,1.037942424,01/10/2016,5.890907847
41,13/10/2016,41,2016,15,42.64351971,1.067784571,01/10/2016,5.890907847
42,20/10/2016,42,2016,14,35.04344178,1.056995031,01/10/2016,5.890907847
43,27/10/2016,32,2016,13,38.48529893,1.062334103,01/10/2016,5.890907847
44,03/11/2016,44,2016,15,9.877199155,1.015502948,01/11/2016,6.106707499
45,10/11/2016,41,2016,14,8.451846107,1.0112213,01/11/2016,6.106707499
46,17/11/2016,38,2016,11,4.892442982,1.010093083,01/11/2016,6.106707499
47,24/11/2016,42,2016,13,2.094021762,1.005615115,01/11/2016,6.106707499
48,01/12/2016,34,2016,12,24.42917644,1.040398827,01/12/2016,6.624373508
49,08/12/2016,43,2016,12,-0.737123257,1.001366437,01/12/2016,6.624373508
50,15/12/2016,37,2016,15,-5.179822759,0.995763283,01/12/2016,6.624373508
51,22/12/2016,45,2016,14,-16.12675432,0.978236501,01/12/2016,6.624373508
52,29/12/2016,35,2016,13,-23.16325769,0.967987943,01/12/2016,6.624373508
1,07/01/2017,31,2017,13,-29.08392825,0.953802649,01/01/2017,7.685265363
2,14/01/2017,37,2017,11,5.291329852,1.008171247,01/01/2017,7.685265363
3,21/01/2017,31,2017,12,2.39077532,1.011339771,01/01/2017,7.685265363
4,28/01/2017,35,2017,12,26.83923808,1.048883293,01/01/2017,7.685265363
5,04/02/2017,24,2017,6,35.70908057,1.064346487,01/02/2017,8.30781017
6,11/02/2017,34,2017,8,35.71034862,1.066342015,01/02/2017,8.30781017
7,18/02/2017,36,2017,9,29.53985605,1.056669975,01/02/2017,8.30781017
8,25/02/2017,36,2017,9,24.74437763,1.049548693,01/02/2017,8.30781017
9,04/03/2017,25,2017,9,32.19241544,1.064834966,01/03/2017,8.756943225
10,11/03/2017,20,2017,6,51.33982123,1.104580989,01/03/2017,8.756943225
11,18/03/2017,16,2017,6,22.21837049,1.048854261,01/03/2017,8.756943225
12,25/03/2017,13,2017,5,-0.06915062,0.998644165,01/03/2017,8.756943225
13,01/04/2017,19,2017,5,-3.278743422,0.994719657,01/04/2017,9.661770919
14,08/04/2017,18,2017,5,-14.0991696,0.97437988,01/04/2017,9.661770919
15,15/04/2017,22,2017,8,5.978711012,1.010567796,01/04/2017,9.661770919
16,22/04/2017,23,2017,9,12.84369415,1.021857781,01/04/2017,9.661770919
17,29/04/2017,34,2017,11,19.39696009,1.030399486,01/04/2017,9.661770919
18,06/05/2017,47,2017,13,17.69196742,1.028058437,01/05/2017,10.24485786
19,13/05/2017,45,2017,14,8.018258777,1.013091626,01/05/2017,10.24485786
20,20/05/2017,49,2017,15,12.47673636,1.018121875,01/05/2017,10.24485786
21,27/05/2017,44,2017,14,13.99275433,1.019446907,01/05/2017,10.24485786
22,03/06/2017,41,2017,12,10.07156928,1.014178481,01/06/2017,10.26260812
23,10/06/2017,39,2017,11,4.412986518,1.002779807,01/06/2017,10.26260812
24,17/06/2017,45,2017,12,14.62760392,1.020910916,01/06/2017,10.26260812
25,24/06/2017,33,2017,11,25.99508564,1.038720371,01/06/2017,10.26260812
26,01/07/2017,28,2017,10,22.33340382,1.034405022,01/07/2017,10.53040293
27,08/07/2017,35,2017,11,21.12048691,1.032412587,01/07/2017,10.53040293
28,15/07/2017,26,2017,9,6.651717817,1.010818972,01/07/2017,10.53040293
29,22/07/2017,24,2017,8,-5.95474958,0.991663694,01/07/2017,10.53040293
30,29/07/2017,28,2017,9,2.801447015,1.004779918,01/07/2017,10.53040293
31,05/08/2017,31,2017,11,-20.7125468,0.966653784,01/08/2017,9.497592821
32,12/08/2017,31,2017,11,-26.60518961,0.956570049,01/08/2017,9.497592821
33,19/08/2017,47,2017,14,-26.41482486,0.956240296,01/08/2017,9.497592821
34,26/08/2017,35,2017,12,-35.42409107,0.94178182,01/08/2017,9.497592821
35,02/09/2017,39,2017,13,-31.54941647,0.949429189,01/09/2017,8.865052663
36,09/09/2017,48,2017,15,-32.8180062,0.948162695,01/09/2017,8.865052663
37,16/09/2017,51,2017,16,-45.31027788,0.927695631,01/09/2017,8.865052663
38,23/09/2017,55,2017,17,-48.15263601,0.921372192,01/09/2017,8.865052663
39,30/09/2017,50,2017,14,-46.58935541,0.924124855,01/10/2017,8.330789975
40,07/10/2017,30,2017,13,-25.94756419,0.95670212,01/10/2017,8.330789975
41,14/10/2017,21,2017,10,20.4113914,1.030826098,01/10/2017,8.330789975
42,21/10/2017,21,2017,11,30.99039848,1.048123345,01/10/2017,8.330789975
43,28/10/2017,14,2017,8,9.071092672,1.013681089,01/10/2017,8.330789975
44,04/11/2017,12,2017,7,26.65178828,1.042513277,01/11/2017,7.886931217
45,11/11/2017,17,2017,8,-2.203427274,0.997390013,01/11/2017,7.886931217
46,18/11/2017,16,2017,8,-16.53142211,0.974515481,01/11/2017,7.886931217
47,25/11/2017,56,2017,17,-13.69731661,0.977502817,01/11/2017,7.886931217
48,02/12/2017,44,2017,19,-24.57412264,0.95942218,01/12/2017,8.183882144
49,09/12/2017,34,2017,16,-32.75924785,0.946150471,01/12/2017,8.183882144
50,16/12/2017,17,2017,8,-25.02576294,0.961105401,01/12/2017,8.183882144
51,23/12/2017,37,2017,11,-27.54694196,0.953727713,01/12/2017,8.183882144
52,30/12/2017,13,2017,7,-11.78178787,0.982756275,01/12/2017,8.183882144
1,07/01/2018,25,2018,14,-8.925613522,0.986351462,01/01/2018,7.508693739
2,14/01/2018,50,2018,19,-10.10019421,0.9829428,01/01/2018,7.508693739
3,21/01/2018,54,2018,20,-24.00636422,0.961075162,01/01/2018,7.508693739
4,28/01/2018,79,2018,25,-19.23679693,0.96878249,01/01/2018,7.508693739
5,04/02/2018,58,2018,22,-48.69376205,0.920748067,01/02/2018,8.235020664
6,11/02/2018,61,2018,20,-43.10885323,0.929410593,01/02/2018,8.235020664
7,18/02/2018,57,2018,20,13.3015487,1.024197913,01/02/2018,8.235020664
8,25/02/2018,56,2018,20,25.23574682,1.044894526,01/02/2018,8.235020664
9,04/03/2018,59,2018,23,18.7218689,1.033088444,01/03/2018,8.353936808
10,11/03/2018,74,2018,24,0.687725411,1.002065076,01/03/2018,8.353936808
11,18/03/2018,77,2018,24,7.426298596,1.014951168,01/03/2018,8.353936808
12,25/03/2018,74,2018,27,5.479993183,1.009785874,01/03/2018,8.353936808
13,01/04/2018,52,2018,25,19.43318158,1.03498547,01/04/2018,8.183284784
14,08/04/2018,31,2018,21,25.97118077,1.048076708,01/04/2018,8.183284784
15,15/04/2018,24,2018,14,29.33471888,1.055994874,01/04/2018,8.183284784
16,22/04/2018,44,2018,17,24.50310608,1.04625503,01/04/2018,8.183284784
17,29/04/2018,69,2018,23,17.37827273,1.032797079,01/04/2018,8.183284784
18,06/05/2018,54,2018,23,33.91470082,1.057739045,01/05/2018,8.720412349
19,13/05/2018,71,2018,27,32.73850707,1.053591474,01/05/2018,8.720412349
20,20/05/2018,59,2018,28,31.25289097,1.052587571,01/05/2018,8.720412349
21,27/05/2018,83,2018,30,38.5650144,1.064299523,01/05/2018,8.720412349
22,03/06/2018,64,2018,24,47.30080997,1.07926945,01/06/2018,10.01281027
23,10/06/2018,63,2018,23,27.1257162,1.045946734,01/06/2018,10.01281027
24,17/06/2018,78,2018,28,15.76142943,1.026966126,01/06/2018,10.01281027
25,24/06/2018,90,2018,27,12.58002809,1.022343125,01/06/2018,10.01281027
26,01/07/2018,70,2018,22,1.420284253,1.003234872,01/07/2018,9.451926645
27,08/07/2018,60,2018,25,-16.5861206,0.972343562,01/07/2018,9.451926645
28,15/07/2018,62,2018,23,-16.00215092,0.973180901,01/07/2018,9.451926645
29,22/07/2018,59,2018,24,-18.45341248,0.969349858,01/07/2018,9.451926645
30,29/07/2018,71,2018,20,-16.10369644,0.973218957,01/07/2018,9.451926645
31,05/08/2018,58,2018,23,-25.98296305,0.957832693,01/08/2018,9.700882519
32,12/08/2018,54,2018,21,-21.89740941,0.963944983,01/08/2018,9.700882519
33,19/08/2018,71,2018,21,-32.77550805,0.947009071,01/08/2018,9.700882519
34,26/08/2018,79,2018,22,-35.94773538,0.942195809,01/08/2018,9.700882519
35,02/09/2018,109,2018,23,-40.30603786,0.934203602,01/09/2018,9.356950106
36,09/09/2018,75,2018,24,-46.05377541,0.925500135,01/09/2018,9.356950106
37,16/09/2018,89,2018,23,-50.65484624,0.918010426,01/09/2018,9.356950106
38,23/09/2018,81,2018,24,-57.80537132,0.906099737,01/09/2018,9.356950106
39,30/09/2018,67,2018,22,-49.99374647,0.919178847,01/10/2018,8.583537801
40,07/10/2018,89,2018,22,-58.23276291,0.908320857,01/10/2018,8.583537801
41,14/10/2018,83,2018,21,-63.69341233,0.898510277,01/10/2018,8.583537801
42,21/10/2018,79,2018,23,-45.3302825,0.928050388,01/10/2018,8.583537801
43,28/10/2018,72,2018,22,36.47029023,1.056980078,01/10/2018,8.583537801
44,04/11/2018,45,2018,19,76.15293214,1.122451687,01/11/2018,7.712772061
45,11/11/2018,58,2018,19,92.71176731,1.149869976,01/11/2018,7.712772061
46,18/11/2018,66,2018,19,59.61501124,1.095089111,01/11/2018,7.712772061
47,25/11/2018,72,2018,17,11.31070406,1.017238069,01/11/2018,7.712772061
48,02/12/2018,41,2018,19,20.85709361,1.031798283,01/12/2018,7.399114117
49,09/12/2018,50,2018,15,64.17205516,1.101612176,01/12/2018,7.399114117
50,16/12/2018,39,2018,11,67.31504253,1.107316837,01/12/2018,7.399114117
51,23/12/2018,47,2018,14,38.75679018,1.060405247,01/12/2018,7.399114117
52,30/12/2018,37,2018,11,-12.43274146,0.979745062,01/12/2018,7.399114117
1,07/01/2019,26,2019,8,-29.83653855,0.950349439,01/01/2019,8.178553929
2,14/01/2019,35,2019,9,-23.66020506,0.961683745,01/01/2019,8.178553929
3,21/01/2019,40,2019,10,-48.2862879,0.922339948,01/01/2019,8.178553929
4,28/01/2019,54,2019,17,-60.21831906,0.906430743,01/01/2019,8.178553929
5,04/02/2019,34,2019,14,-48.3294612,0.926066092,01/02/2019,7.853180867
6,11/02/2019,40,2019,17,-11.4862737,0.9818745,01/02/2019,7.853180867
7,18/02/2019,51,2019,15,17.05240075,1.027536713,01/02/2019,7.853180867
8,25/02/2019,45,2019,14,32.12838097,1.050932682,01/02/2019,7.853180867
9,04/03/2019,40,2019,13,19.29216801,1.031892542,01/03/2019,7.801799056
10,11/03/2019,37,2019,12,1.011233588,1.001821606,01/03/2019,7.801799056
11,18/03/2019,39,2019,12,-3.213660474,0.99498247,01/03/2019,7.801799056
12,25/03/2019,45,2019,14,15.54557582,1.02534981,01/03/2019,7.801799056
13,01/04/2019,32,2019,13,25.93926841,1.04111957,01/04/2019,8.775499621
14,08/04/2019,31,2019,11,8.205841895,1.013308126,01/04/2019,8.775499621
15,15/04/2019,42,2019,12,-6.510669806,0.989487816,01/04/2019,8.775499621
16,22/04/2019,45,2019,16,-13.52007181,0.980324611,01/04/2019,8.775499621
17,29/04/2019,56,2019,15,-10.62481388,0.984586671,01/04/2019,8.775499621
18,06/05/2019,55,2019,18,6.87596387,1.012433106,01/05/2019,9.492043254
19,13/05/2019,49,2019,19,26.38694187,1.044671281,01/05/2019,9.492043254
20,20/05/2019,56,2019,20,24.26035711,1.041364258,01/05/2019,9.492043254
21,27/05/2019,63,2019,20,34.6582523,1.059520235,01/05/2019,9.492043254
22,03/06/2019,51,2019,17,30.98006173,1.050925835,01/06/2019,10.19365609
23,10/06/2019,56,2019,19,23.17751725,1.039509979,01/06/2019,10.19365609
24,17/06/2019,53,2019,16,19.1159439,1.032060902,01/06/2019,10.19365609
