week,date,year,uniqueinds,weeklyresid,weeklyreldev,n_weeklyresid,MonthStart,GroupSize,GroupSize_ExcPups
38,23/09/2018,2018,66,-51.8099024,0.919368423,225,01/09/2018,9.356950106,8.652868474
39,30/09/2018,2018,68,-43.33519885,0.932592073,201,01/10/2018,8.583537801,8.468012614
40,07/10/2018,2018,68,-48.64460504,0.924796538,261,01/10/2018,8.583537801,8.468012614
41,14/10/2018,2018,61,-54.43313143,0.916012208,251,01/10/2018,8.583537801,8.468012614
42,21/10/2018,2018,66,-34.97282007,0.946729832,234,01/10/2018,8.583537801,8.468012614
43,28/10/2018,2018,61,26.14333909,1.040305027,174,01/10/2018,8.583537801,8.468012614
44,04/11/2018,2018,48,60.82416784,1.093210216,120,01/11/2018,7.712772061,7.417216505
45,11/11/2018,2018,55,65.92648887,1.101420277,182,01/11/2018,7.712772061,7.417216505
46,18/11/2018,2018,60,41.27432755,1.064271645,208,01/11/2018,7.712772061,7.417216505
47,25/11/2018,2018,63,-1.870661293,0.998272237,249,01/11/2018,7.712772061,7.417216505
48,02/12/2018,2018,54,10.62469355,1.016754664,151,01/12/2018,7.399114117,7.176891894
49,09/12/2018,2018,45,55.28772935,1.085381509,164,01/12/2018,7.399114117,7.176891894
50,16/12/2018,2018,43,62.81176505,1.09668755,134,01/12/2018,7.399114117,7.176891894
51,23/12/2018,2018,49,30.16538115,1.045348429,162,01/12/2018,7.399114117,7.176891894
52,30/12/2018,2018,46,-7.094603339,0.990132221,152,01/12/2018,7.399114117,7.176891894
1,07/01/2019,2019,44,-13.66489207,0.979417345,127,01/01/2019,8.178553929,7.323894431
2,14/01/2019,2019,47,-16.90721069,0.975403907,165,01/01/2019,8.178553929,7.323894431
3,21/01/2019,2019,49,-35.40782619,0.947760779,198,01/01/2019,8.178553929,7.323894431
4,28/01/2019,2019,56,-56.29764631,0.91683628,184,01/01/2019,8.178553929,7.323894431
5,04/02/2019,2019,47,-43.11778458,0.936347093,109,01/02/2019,7.853180867,6.976902208
6,11/02/2019,2019,52,-19.79691767,0.971510644,144,01/02/2019,7.853180867,6.976902208
7,18/02/2019,2019,50,13.73650032,1.022398457,193,01/02/2019,7.853180867,6.976902208
8,25/02/2019,2019,49,24.90810568,1.039952532,173,01/02/2019,7.853180867,6.976902208
9,04/03/2019,2019,52,37.53524688,1.058276675,182,01/03/2019,7.801799056,7.174468794
10,11/03/2019,2019,48,17.67162655,1.028166609,164,01/03/2019,7.801799056,7.174468794
11,18/03/2019,2019,47,15.08083594,1.02372296,175,01/03/2019,7.801799056,7.174468794
12,25/03/2019,2019,44,22.89221846,1.034016818,142,01/03/2019,7.801799056,7.174468794
13,01/04/2019,2019,43,20.36279895,1.031085949,119,01/04/2019,8.775499621,7.400642178
14,08/04/2019,2019,44,10.856134,1.016965719,124,01/04/2019,8.775499621,7.400642178
15,15/04/2019,2019,44,5.638494754,1.008750408,155,01/04/2019,8.775499621,7.400642178
16,22/04/2019,2019,53,2.296870656,1.003268346,168,01/04/2019,8.775499621,7.400642178
17,29/04/2019,2019,49,-4.290586001,0.993945902,168,01/04/2019,8.775499621,7.400642178
18,06/05/2019,2019,54,16.85187106,1.026691157,181,01/05/2019,9.492043254,7.844822195
19,13/05/2019,2019,51,28.56733025,1.04524107,147,01/05/2019,9.492043254,7.844822195
20,20/05/2019,2019,55,36.89598328,1.057405678,162,01/05/2019,9.492043254,7.844822195
21,27/05/2019,2019,57,43.01250809,1.067605937,177,01/05/2019,9.492043254,7.844822195
22,03/06/2019,2019,52,45.22410484,1.069365936,153,01/06/2019,10.19365609,8.930705298
23,10/06/2019,2019,56,36.10624881,1.056132869,177,01/06/2019,10.19365609,8.930705298
24,17/06/2019,2019,53,29.95297168,1.045871549,171,01/06/2019,10.19365609,8.930705298
25,24/06/2019,2019,57,24.2504917,1.037519401,171,01/06/2019,10.19365609,8.930705298
26,01/07/2019,2019,61,10.35609874,1.01636051,206,01/07/2019,10.47312289,9.994185163
27,08/07/2019,2019,62,2.394468289,1.003598311,211,01/07/2019,10.47312289,9.994185163
28,15/07/2019,2019,64,-5.34066935,0.991271181,215,01/07/2019,10.47312289,9.994185163
29,22/07/2019,2019,63,-6.05848298,0.989849025,211,01/07/2019,10.47312289,9.994185163
30,29/07/2019,2019,67,-12.63059392,0.979006878,234,01/07/2019,10.47312289,9.994185163
31,05/08/2019,2019,65,-18.73999298,0.969819575,281,01/08/2019,10.64997064,10.30698746
32,12/08/2019,2019,67,-28.49232503,0.954979009,298,01/08/2019,10.64997064,10.30698746
33,19/08/2019,2019,65,-32.75463281,0.949436191,256,01/08/2019,10.64997064,10.30698746
34,26/08/2019,2019,64,-30.19465345,0.953271624,237,01/08/2019,10.64997064,10.30698746
35,02/09/2019,2019,68,-30.86239445,0.953039267,246,01/09/2019,11.23804113,10.7267316
36,09/09/2019,2019,69,-32.66776423,0.950152929,224,01/09/2019,11.23804113,10.7267316
37,16/09/2019,2019,68,-35.83403712,0.945101532,240,01/09/2019,11.23804113,10.7267316
38,23/09/2019,2019,68,-46.31761986,0.929798587,273,01/09/2019,11.23804113,10.7267316
39,30/09/2019,2019,72,-35.91687706,0.944650219,252,01/10/2019,9.884505765,9.634505765
40,07/10/2019,2019,64,-31.04618525,0.952070705,175,01/10/2019,9.884505765,9.634505765
41,14/10/2019,2019,54,2.982089261,1.004946532,153,01/10/2019,9.884505765,9.634505765
42,21/10/2019,2019,46,49.81938113,1.075089525,142,01/10/2019,9.884505765,9.634505765
43,28/10/2019,2019,45,56.87021888,1.085533358,160,01/10/2019,9.884505765,9.634505765
44,04/11/2019,2019,52,24.17805336,1.036399799,134,01/11/2019,9.623234127,9.405972222
45,11/11/2019,2019,52,-2.981008388,0.996294275,159,01/11/2019,9.623234127,9.405972222
46,18/11/2019,2019,52,-10.42448864,0.98465042,149,01/11/2019,9.623234127,9.405972222
47,25/11/2019,2019,46,-18.47445529,0.973280582,161,01/11/2019,9.623234127,9.405972222
48,02/12/2019,2019,51,-23.19690591,0.965552599,145,01/12/2019,9.746332092,8.671106312
49,09/12/2019,2019,36,-17.12488283,0.975270423,79,01/12/2019,9.746332092,8.671106312
50,16/12/2019,2019,45,14.84735511,1.022311548,128,01/12/2019,9.746332092,8.671106312
51,23/12/2019,2019,48,38.89354782,1.057866186,158,01/12/2019,9.746332092,8.671106312
52,30/12/2019,2019,42,54.45021547,1.081850764,102,01/12/2019,9.746332092,8.671106312
1,07/01/2020,2020,40,43.84576664,1.066078887,107,01/01/2020,10.12969321,8.265199797
2,14/01/2020,2020,39,36.07831344,1.054366081,151,01/01/2020,10.12969321,8.265199797
3,21/01/2020,2020,43,26.98241897,1.040266181,141,01/01/2020,10.12969321,8.265199797
4,28/01/2020,2020,31,2.475754079,1.003372021,92,01/01/2020,10.12969321,8.265199797
5,04/02/2020,2020,39,-4.056661264,0.994109594,116,01/02/2020,11.55374613,9.95757489
6,11/02/2020,2020,40,-8.473095043,0.987431288,109,01/02/2020,11.55374613,9.95757489
7,18/02/2020,2020,35,-5.105704589,0.992494835,86,01/02/2020,11.55374613,9.95757489
8,25/02/2020,2020,41,1.497712089,1.002687168,92,01/02/2020,11.55374613,9.95757489
9,03/03/2020,2020,42,15.51433376,1.024921691,107,01/03/2020,12.0414821,10.78971874
10,10/03/2020,2020,40,24.39280892,1.038098342,92,01/03/2020,12.0414821,10.78971874
11,17/03/2020,2020,32,18.61094012,1.030300947,70,01/03/2020,12.0414821,10.78971874
12,24/03/2020,2020,41,27.72511083,1.045112053,89,01/03/2020,12.0414821,10.78971874
13,31/03/2020,2020,41,41.99770263,1.070009331,99,01/04/2020,12.26623988,10.9997516
14,07/04/2020,2020,37,43.07596207,1.077331162,86,01/04/2020,12.26623988,10.9997516
15,14/04/2020,2020,39,42.91608737,1.072217711,89,01/04/2020,12.26623988,10.9997516
16,21/04/2020,2020,53,43.38125916,1.077432833,114,01/04/2020,12.26623988,10.9997516
17,28/04/2020,2020,55,43.18647756,1.074199572,144,01/04/2020,12.26623988,10.9997516
18,05/05/2020,2020,59,46.53833659,1.077413613,158,01/05/2020,13.09731152,11.79626715
19,12/05/2020,2020,62,47.43902683,1.078686524,163,01/05/2020,13.09731152,11.79626715
20,19/05/2020,2020,54,39.52186305,1.065119222,135,01/05/2020,13.09731152,11.79626715
21,26/05/2020,2020,60,37.47974283,1.061832765,158,01/05/2020,13.09731152,11.79626715
22,02/06/2020,2020,69,25.27050717,1.039174718,205,01/06/2020,14.94788937,12.53332866
23,09/06/2020,2020,75,10.49039364,1.016929436,198,01/06/2020,14.94788937,12.53332866
24,16/06/2020,2020,68,-0.307579831,0.998820303,172,01/06/2020,14.94788937,12.53332866
25,23/06/2020,2020,67,-2.550960593,0.994070308,122,01/06/2020,14.94788937,12.53332866
26,30/06/2020,2020,72,-9.458866569,0.983978696,156,01/07/2020,14.93012095,14.39037736
27,07/07/2020,2020,72,-18.89726044,0.968919005,181,01/07/2020,14.93012095,14.39037736
28,14/07/2020,2020,62,-23.73482457,0.960511591,90,01/07/2020,14.93012095,14.39037736
29,21/07/2020,2020,72,-30.47463852,0.951696916,149,01/07/2020,14.93012095,14.39037736
30,28/07/2020,2020,78,-23.83233265,0.961394967,168,01/07/2020,14.93012095,14.39037736
31,04/08/2020,2020,77,-27.30628677,0.956496,142,01/08/2020,14.72248102,14.60211065
32,11/08/2020,2020,78,-33.19566584,0.946878653,154,01/08/2020,14.72248102,14.60211065
33,18/08/2020,2020,77,-19.65284223,0.968209165,153,01/08/2020,14.72248102,14.60211065
34,25/08/2020,2020,84,-28.57108264,0.953605397,210,01/08/2020,14.72248102,14.60211065
35,01/09/2020,2020,81,-25.15150871,0.959888602,155,01/09/2020,14.12310521,14.05231106
36,08/09/2020,2020,79,-28.786393,0.954033731,181,01/09/2020,14.12310521,14.05231106
37,15/09/2020,2020,82,-24.11911356,0.961572727,207,01/09/2020,14.12310521,14.05231106
38,22/09/2020,2020,82,-24.36363059,0.961170616,240,01/09/2020,14.12310521,14.05231106
39,29/09/2020,2020,75,-21.9877336,0.964070135,162,01/09/2020,14.12310521,14.05231106
40,06/10/2020,2020,72,-14.9149019,0.975518887,144,01/10/2020,12.21171883,11.72511169
41,13/10/2020,2020,57,-8.64919343,0.986148896,106,01/10/2020,12.21171883,11.72511169
42,20/10/2020,2020,74,-12.40450285,0.981113663,196,01/10/2020,12.21171883,11.72511169
43,27/10/2020,2020,74,-13.50314673,0.97968609,173,01/10/2020,12.21171883,11.72511169
44,03/11/2020,2020,69,-3.996473716,0.993999166,170,01/11/2020,10.92940266,10.16333796
45,10/11/2020,2020,43,-6.960666741,0.988552789,75,01/11/2020,10.92940266,10.16333796
46,17/11/2020,2020,42,25.9489711,1.040821289,65,01/11/2020,10.92940266,10.16333796
47,24/11/2020,2020,35,38.47646725,1.058034403,54,01/11/2020,10.92940266,10.16333796
48,01/12/2020,2020,48,51.37042889,1.079220206,94,01/12/2020,11.98265962,10.23407341
49,08/12/2020,2020,47,46.02387497,1.072697107,73,01/12/2020,11.98265962,10.23407341
50,15/12/2020,2020,53,65.54908186,1.104426321,81,01/12/2020,11.98265962,10.23407341
51,22/12/2020,2020,48,71.35807562,1.113704862,95,01/12/2020,11.98265962,10.23407341
52,29/12/2020,2020,40,61.7219107,1.095256441,72,01/12/2020,11.98265962,10.23407341
1,07/01/2021,2021,22,53.35827732,1.082181331,42,01/01/2021,12.27485712,10.33812991
2,14/01/2021,2021,31,55.86863847,1.084554485,46,01/01/2021,12.27485712,10.33812991
3,21/01/2021,2021,38,64.66915299,1.106031815,79,01/01/2021,12.27485712,10.33812991
4,28/01/2021,2021,33,52.2035791,1.081325644,56,01/01/2021,12.27485712,10.33812991
5,04/02/2021,2021,41,45.56839502,1.072918119,82,01/02/2021,13.75381268,11.76248677
6,11/02/2021,2021,50,44.33700364,1.071663879,114,01/02/2021,13.75381268,11.76248677
7,18/02/2021,2021,41,30.88415561,1.049543427,86,01/02/2021,13.75381268,11.76248677
8,25/02/2021,2021,53,26.67151402,1.044052498,137,01/02/2021,13.75381268,11.76248677
9,04/03/2021,2021,61,11.34624083,1.018552968,173,01/03/2021,15.30963382,12.33731702
10,11/03/2021,2021,69,-2.489625041,0.997994365,157,01/03/2021,15.30963382,12.33731702
11,18/03/2021,2021,57,-0.233608544,1.001278837,125,01/03/2021,15.30963382,12.33731702
12,25/03/2021,2021,56,7.744797972,1.013094189,129,01/03/2021,15.30963382,12.33731702
13,01/04/2021,2021,62,22.18944057,1.036968363,118,01/04/2021,16.70571812,13.94673736
14,08/04/2021,2021,59,15.91922483,1.027270047,123,01/04/2021,16.70571812,13.94673736
15,15/04/2021,2021,68,18.71691474,1.031562244,143,01/04/2021,16.70571812,13.94673736
16,22/04/2021,2021,65,8.711491105,1.014683284,123,01/04/2021,16.70571812,13.94673736
17,29/04/2021,2021,80,6.449542592,1.010833843,193,01/04/2021,16.70571812,13.94673736
18,06/05/2021,2021,82,7.104994759,1.012218895,178,01/05/2021,16.0826286,15.17054069
19,13/05/2021,2021,69,11.00709904,1.018047354,106,01/05/2021,16.0826286,15.17054069
20,20/05/2021,2021,75,10.67098072,1.01709024,115,01/05/2021,16.0826286,15.17054069
21,27/05/2021,2021,88,13.52167193,1.021538706,165,01/05/2021,16.0826286,15.17054069
22,03/06/2021,2021,89,2.596052074,1.002828636,207,01/06/2021,16.13763428,15.7530189
23,10/06/2021,2021,76,-5.33355539,0.990801784,131,01/06/2021,16.13763428,15.7530189
24,17/06/2021,2021,85,2.453346088,1.003651728,214,01/06/2021,16.13763428,15.7530189
25,24/06/2021,2021,80,23.42719954,1.036202161,154,01/06/2021,16.13763428,15.7530189
26,01/07/2021,2021,75,21.57048147,1.032242802,146,01/07/2021,15.36352579,15.30654573
27,08/07/2021,2021,72,16.56458693,1.025589514,111,01/07/2021,15.36352579,15.30654573
28,15/07/2021,2021,62,6.426379513,1.010727598,135,01/07/2021,15.36352579,15.30654573
29,22/07/2021,2021,87,-2.672611024,0.996047643,204,01/07/2021,15.36352579,15.30654573
30,29/07/2021,2021,85,-10.58793672,0.9831195,168,01/07/2021,15.36352579,15.30654573
31,05/08/2021,2021,87,-9.231378213,0.985546911,224,01/08/2021,15.8296871,15.35278929
32,12/08/2021,2021,86,-13.97954444,0.979159805,204,01/08/2021,15.8296871,15.35278929
33,19/08/2021,2021,92,-21.41786472,0.967660561,227,01/08/2021,15.8296871,15.35278929
34,26/08/2021,2021,93,-24.12131174,0.963317075,262,01/08/2021,15.8296871,15.35278929
35,02/09/2021,2021,96,-40.15556899,0.939249639,274,01/09/2021,16.57157312,15.71443026
36,09/09/2021,2021,90,-44.73810099,0.931296738,204,01/09/2021,16.57157312,15.71443026
37,16/09/2021,2021,87,-53.36889306,0.919216466,176,01/09/2021,16.57157312,15.71443026
38,23/09/2021,2021,98,-57.43576102,0.910200361,238,01/09/2021,16.57157312,15.71443026
39,30/09/2021,2021,101,-71.41166237,0.891214539,251,01/10/2021,14.56432164,14.45289307
40,07/10/2021,2021,99,-77.01236125,0.882123953,271,01/10/2021,14.56432164,14.45289307
41,14/10/2021,2021,93,-81.47300706,0.878231717,239,01/10/2021,14.56432164,14.45289307
42,21/10/2021,2021,72,-74.98894379,0.888023258,132,01/10/2021,14.56432164,14.45289307
43,28/10/2021,2021,76,-38.09455369,0.943293958,124,01/10/2021,14.56432164,14.45289307
44,04/11/2021,2021,70,4.126249539,1.007318966,109,01/11/2021,11.97836267,11.89560405
45,11/11/2021,2021,60,31.63424179,1.050349219,93,01/11/2021,11.97836267,11.89560405
46,18/11/2021,2021,73,18.52519957,1.030204661,135,01/11/2021,11.97836267,11.89560405
47,25/11/2021,2021,65,11.27991665,1.019230544,129,01/11/2021,11.97836267,11.89560405
48,02/12/2021,2021,74,14.55081248,1.025028935,122,01/12/2021,10.82687529,10.4820373
49,09/12/2021,2021,59,-1.262489507,0.998220789,104,01/12/2021,10.82687529,10.4820373
50,16/12/2021,2021,66,8.316206536,1.012351632,133,01/12/2021,10.82687529,10.4820373
51,23/12/2021,2021,58,19.11874864,1.027899406,106,01/12/2021,10.82687529,10.4820373
52,30/12/2021,2021,61,19.76720372,1.030150865,122,01/12/2021,10.82687529,10.4820373
1,07/01/2022,2022,62,16.66188216,1.027210616,125,01/01/2022,12.03600068,10.44935871
2,14/01/2022,2022,72,16.06945267,1.026756052,177,01/01/2022,12.03600068,10.44935871
3,21/01/2022,2022,82,16.85109648,1.026984448,176,01/01/2022,12.03600068,10.44935871
4,28/01/2022,2022,74,21.22362151,1.032751962,152,01/01/2022,12.03600068,10.44935871
5,04/02/2022,2022,84,22.49700282,1.035326276,144,01/02/2022,13.42381962,10.93754978
6,11/02/2022,2022,75,26.44268362,1.040823122,171,01/02/2022,13.42381962,10.93754978
7,18/02/2022,2022,75,30.54289458,1.046723662,180,01/02/2022,13.42381962,10.93754978
8,25/02/2022,2022,76,21.42110441,1.033129551,202,01/02/2022,13.42381962,10.93754978
9,04/03/2022,2022,76,13.56186489,1.021551572,164,01/03/2022,15.0254468,11.49444994
10,11/03/2022,2022,103,14.81825377,1.024943727,202,01/03/2022,15.0254468,11.49444994
11,18/03/2022,2022,91,7.116139114,1.013128655,193,01/03/2022,15.0254468,11.49444994
12,25/03/2022,2022,102,-1.930001417,0.998239267,202,01/03/2022,15.0254468,11.49444994
13,01/04/2022,2022,92,0.812537615,1.003007265,242,01/04/2022,15.68033979,13.14452194
14,08/04/2022,2022,92,4.038732736,1.007195978,197,01/04/2022,15.68033979,13.14452194
15,15/04/2022,2022,94,12.16793809,1.020786276,202,01/04/2022,15.68033979,13.14452194
16,22/04/2022,2022,99,20.49940931,1.034217389,233,01/04/2022,15.68033979,13.14452194
17,29/04/2022,2022,97,24.4958662,1.039917946,216,01/04/2022,15.68033979,13.14452194
18,06/05/2022,2022,109,27.2798266,1.043700621,226,01/05/2022,15.66213047,14.51884783
19,13/05/2022,2022,113,27.08168306,1.042132842,261,01/05/2022,15.66213047,14.51884783
20,20/05/2022,2022,108,27.32957685,1.04284628,197,01/05/2022,15.66213047,14.51884783
21,27/05/2022,2022,99,14.2783513,1.022295993,208,01/05/2022,15.66213047,14.51884783
22,03/06/2022,2022,89,37.75343111,1.059038808,212,01/06/2022,14.5350576,14.06277189
23,10/06/2022,2022,76,48.90989601,1.074535059,141,01/06/2022,14.5350576,14.06277189
24,17/06/2022,2022,84,38.57949837,1.059552746,161,01/06/2022,14.5350576,14.06277189
25,24/06/2022,2022,57,29.62577807,1.046541867,76,01/06/2022,14.5350576,14.06277189
26,01/07/2022,2022,71,27.57123619,1.043725523,116,01/07/2022,14.54369807,14.06299631
27,08/07/2022,2022,73,37.76212544,1.056700181,144,01/07/2022,14.54369807,14.06299631
28,15/07/2022,2022,89,58.34379551,1.090190019,169,01/07/2022,14.54369807,14.06299631
29,22/07/2022,2022,68,52.07889946,1.079189911,126,01/07/2022,14.54369807,14.06299631
30,29/07/2022,2022,65,58.73675808,1.091218499,126,01/07/2022,14.54369807,14.06299631
31,05/08/2022,2022,61,40.22681277,1.063533959,120,01/08/2022,13.2459256,12.84675118
32,12/08/2022,2022,73,37.27155832,1.05639316,119,01/08/2022,13.2459256,12.84675118
33,19/08/2022,2022,66,37.29210398,1.057076771,123,01/08/2022,13.2459256,12.84675118
34,26/08/2022,2022,55,38.58502702,1.057092452,100,01/08/2022,13.2459256,12.84675118
35,02/09/2022,2022,62,27.86846485,1.041955883,97,01/09/2022,13.84380044,12.92221891
36,09/09/2022,2022,66,24.47641964,1.037399849,137,01/09/2022,13.84380044,12.92221891
37,16/09/2022,2022,68,11.93621913,1.017740041,147,01/09/2022,13.84380044,12.92221891
38,23/09/2022,2022,81,7.976582966,1.01230341,160,01/09/2022,13.84380044,12.92221891
39,30/09/2022,2022,72,-7.995490189,0.988746541,145,01/10/2022,13.78819219,11.99749643
40,07/10/2022,2022,72,-19.27232511,0.970632189,158,01/10/2022,13.78819219,11.99749643
41,14/10/2022,2022,77,-22.14396088,0.96662538,128,01/10/2022,13.78819219,11.99749643
42,21/10/2022,2022,72,-24.46278597,0.963953793,145,01/10/2022,13.78819219,11.99749643
43,28/10/2022,2022,74,-39.73208473,0.941385978,131,01/10/2022,13.78819219,11.99749643
44,04/11/2022,2022,69,-48.56353608,0.930639535,105,01/11/2022,13.66915135,12.43197128
45,11/11/2022,2022,60,-20.38964715,0.970706014,102,01/11/2022,13.66915135,12.43197128
46,18/11/2022,2022,58,-10.62253964,0.984924329,99,01/11/2022,13.66915135,12.43197128
47,25/11/2022,2022,64,-8.992657094,0.987751645,140,01/11/2022,13.66915135,12.43197128
48,02/12/2022,2022,58,-12.92366082,0.980988838,85,01/12/2022,13.75528014,13.00766109
49,09/12/2022,2022,51,-10.6318258,0.984445312,100,01/12/2022,13.75528014,13.00766109
50,16/12/2022,2022,49,-10.5695459,0.983435798,71,01/12/2022,13.75528014,13.00766109
51,23/12/2022,2022,46,18.66314945,1.027555548,71,01/12/2022,13.75528014,13.00766109
52,30/12/2022,2022,62,18.36594512,1.02604683,116,01/12/2022,13.75528014,13.00766109
1,07/01/2023,2023,58,13.57303887,1.019550959,115,01/01/2023,13.42451454,12.10264211
2,14/01/2023,2023,69,5.136575077,1.006908612,132,01/01/2023,13.42451454,12.10264211
3,21/01/2023,2023,77,-14.34833847,0.979372525,168,01/01/2023,13.42451454,12.10264211
4,28/01/2023,2023,83,-10.5089915,0.985302226,152,01/01/2023,13.42451454,12.10264211
5,04/02/2023,2023,81,-17.46910221,0.973019063,185,01/02/2023,14.54152509,12.96818253
6,11/02/2023,2023,80,-15.39968743,0.976248031,147,01/02/2023,14.54152509,12.96818253
7,18/02/2023,2023,111,-7.566683857,0.988378732,196,01/02/2023,14.54152509,12.96818253
8,25/02/2023,2023,105,-3.754788539,0.99346633,204,01/02/2023,14.54152509,12.96818253
9,04/03/2023,2023,101,4.237446676,1.006838556,150,01/03/2023,15.10940983,13.33199897
10,11/03/2023,2023,97,-6.793114348,0.98949758,182,01/03/2023,15.10940983,13.33199897
11,18/03/2023,2023,121,-14.09036129,0.978271307,243,01/03/2023,15.10940983,13.33199897
12,25/03/2023,2023,97,-22.4021151,0.965892497,176,01/03/2023,15.10940983,13.33199897
13,01/04/2023,2023,110,-1.216254405,0.998453246,231,01/04/2023,14.7433744,13.49548332
14,08/04/2023,2023,95,-3.486920796,0.994908708,166,01/04/2023,14.7433744,13.49548332
15,15/04/2023,2023,135,-1.942432388,0.998208437,232,01/04/2023,14.7433744,13.49548332
16,22/04/2023,2023,111,-15.61165082,0.976872065,179,01/04/2023,14.7433744,13.49548332
17,29/04/2023,2023,137,-22.14068135,0.966898334,254,01/04/2023,14.7433744,13.49548332
18,06/05/2023,2023,128,-20.14642841,0.969639438,248,01/05/2023,14.2653554,13.52254913
19,13/05/2023,2023,119,-9.693290121,0.986235652,213,01/05/2023,14.2653554,13.52254913
20,20/05/2023,2023,142,-4.909286556,0.993346364,292,01/05/2023,14.2653554,13.52254913
21,27/05/2023,2023,110,-7.376632158,0.990333352,219,01/05/2023,14.2653554,13.52254913
22,03/06/2023,2023,104,-12.4003877,0.98099314,200,01/06/2023,14.43473599,14.32109962
23,10/06/2023,2023,136,-4.04927794,0.994570859,315,01/06/2023,14.43473599,14.32109962
24,17/06/2023,2023,137,-6.023490881,0.991298913,319,01/06/2023,14.43473599,14.32109962
25,24/06/2023,2023,96,-2.156232366,0.997063266,196,01/06/2023,14.43473599,14.32109962
26,01/07/2023,2023,105,-10.25741796,0.984972172,193,01/07/2023,14.38433495,14.25933495
27,08/07/2023,2023,95,-2.140279813,0.996733797,221,01/07/2023,14.38433495,14.25933495
28,15/07/2023,2023,135,-7.736769133,0.988108743,322,01/07/2023,14.38433495,14.25933495
29,22/07/2023,2023,129,-11.24741391,0.983592105,316,01/07/2023,14.38433495,14.25933495
30,29/07/2023,2023,120,-6.339674415,0.989859526,245,01/07/2023,14.38433495,14.25933495
31,05/08/2023,2023,115,-17.89886653,0.972370479,226,01/08/2023,14.23053726,14.17637059
32,12/08/2023,2023,123,-12.11325122,0.981784541,265,01/08/2023,14.23053726,14.17637059
33,19/08/2023,2023,132,-10.71265398,0.983328318,362,01/08/2023,14.23053726,14.17637059
34,26/08/2023,2023,141,-14.16093539,0.978201682,396,01/08/2023,14.23053726,14.17637059
35,02/09/2023,2023,136,-14.71341617,0.977284659,318,01/09/2023,13.70944453,13.5389981
36,09/09/2023,2023,134,-8.825052127,0.986437489,354,01/09/2023,13.70944453,13.5389981
37,16/09/2023,2023,140,-18.19332169,0.971843678,318,01/09/2023,13.70944453,13.5389981
38,23/09/2023,2023,159,-15.73395746,0.974764464,468,01/09/2023,13.70944453,13.5389981
39,30/09/2023,2023,153,-15.79142454,0.975775167,406,01/10/2023,11.92300973,11.08722269
40,07/10/2023,2023,142,-25.6214219,0.960197937,467,01/10/2023,11.92300973,11.08722269
41,14/10/2023,2023,107,32.66304971,1.050736511,238,01/10/2023,11.92300973,11.08722269
42,21/10/2023,2023,94,64.05521912,1.10031807,209,01/10/2023,11.92300973,11.08722269
43,28/10/2023,2023,90,54.23643049,1.084365428,287,01/10/2023,11.92300973,11.08722269
44,04/11/2023,2023,99,33.23486657,1.050855627,262,01/11/2023,11.41044579,10.00710867
45,11/11/2023,2023,102,7.378748261,1.012025815,266,01/11/2023,11.41044579,10.00710867
46,18/11/2023,2023,101,-6.082090414,0.99067197,250,01/11/2023,11.41044579,10.00710867
47,25/11/2023,2023,99,0.225373244,0.99995318,223,01/11/2023,11.41044579,10.00710867
48,02/12/2023,2023,85,7.627790111,1.009621121,245,01/12/2023,12.491268,11.16035802
49,09/12/2023,2023,87,3.268965298,1.003431288,239,01/12/2023,12.491268,11.16035802
50,16/12/2023,2023,92,-2.315001852,0.995583076,292,01/12/2023,12.491268,11.16035802
51,23/12/2023,2023,85,-31.70822174,0.950605008,227,01/12/2023,12.491268,11.16035802
52,30/12/2023,2023,94,-30.48522274,0.953540535,189,01/12/2023,12.491268,11.16035802
