week,date,year,uniqueinds,weeklyresid,weeklyreldev,n_weeklyresid,MonthStart,GroupSize,GroupSize_ExcPups
1,07/01/1998,1998,26,-22.25073749,0.972145814,58,01/01/1998,12.4075,11.88392857
2,14/01/1998,1998,30,11.59169971,1.019928692,72,01/01/1998,12.4075,11.88392857
3,21/01/1998,1998,31,23.90859136,1.037914055,85,01/01/1998,12.4075,11.88392857
4,28/01/1998,1998,21,5.494515941,1.009736681,73,01/01/1998,12.4075,11.88392857
5,04/02/1998,1998,27,-18.5721087,0.974129106,63,01/02/1998,13.17274869,12.28949472
6,11/02/1998,1998,31,-36.32264532,0.947213548,86,01/02/1998,13.17274869,12.28949472
7,18/02/1998,1998,26,-44.28816222,0.936648998,73,01/02/1998,13.17274869,12.28949472
8,25/02/1998,1998,32,-17.65657369,0.976987438,94,01/02/1998,13.17274869,12.28949472
9,04/03/1998,1998,36,-22.08101789,0.969490861,94,01/03/1998,13.48321771,12.00916679
10,11/03/1998,1998,41,-28.58517603,0.958530017,147,01/03/1998,13.48321771,12.00916679
11,18/03/1998,1998,49,-43.71384124,0.933961968,122,01/03/1998,13.48321771,12.00916679
12,25/03/1998,1998,47,-46.76967395,0.929695785,141,01/03/1998,13.48321771,12.00916679
13,01/04/1998,1998,44,-27.36274566,0.959432432,112,01/04/1998,14.33630952,12.6733631
14,08/04/1998,1998,29,-18.58270491,0.974910392,79,01/04/1998,14.33630952,12.6733631
15,15/04/1998,1998,37,-5.314648644,0.994632025,121,01/04/1998,14.33630952,12.6733631
16,22/04/1998,1998,34,-7.215722963,0.991356055,107,01/04/1998,14.33630952,12.6733631
17,29/04/1998,1998,35,-4.391027395,0.995346497,132,01/04/1998,14.33630952,12.6733631
18,06/05/1998,1998,24,-1.070136057,1.000155855,78,01/05/1998,12.66959035,11.64356061
19,13/05/1998,1998,38,9.903023594,1.01766284,96,01/05/1998,12.66959035,11.64356061
20,20/05/1998,1998,40,4.728354375,1.008694499,100,01/05/1998,12.66959035,11.64356061
21,27/05/1998,1998,52,3.210949402,1.005885544,140,01/05/1998,12.66959035,11.64356061
22,03/06/1998,1998,54,4.060014425,1.007616254,159,01/06/1998,12.54684898,12.41490454
23,10/06/1998,1998,54,-0.378449626,0.999850813,172,01/06/1998,12.54684898,12.41490454
24,17/06/1998,1998,56,-6.038203566,0.99209237,125,01/06/1998,12.54684898,12.41490454
25,24/06/1998,1998,60,-12.67310937,0.980640468,113,01/06/1998,12.54684898,12.41490454
26,01/07/1998,1998,60,-11.21758675,0.983287605,116,01/07/1998,12.4453125,12.4453125
27,08/07/1998,1998,3,-41.31514118,0.942305564,3,01/07/1998,12.4453125,12.4453125
28,15/07/1998,1998,53,-4.142428461,0.994201684,117,01/07/1998,12.4453125,12.4453125
29,22/07/1998,1998,58,-12.16516166,0.981993765,201,01/07/1998,12.4453125,12.4453125
30,29/07/1998,1998,61,-13.98232399,0.978727794,222,01/07/1998,12.4453125,12.4453125
31,05/08/1998,1998,51,-15.51845161,0.977254028,172,01/08/1998,12.34438044,12.30809012
32,12/08/1998,1998,60,-17.86987166,0.973745729,179,01/08/1998,12.34438044,12.30809012
33,19/08/1998,1998,52,-18.04822693,0.972484545,128,01/08/1998,12.34438044,12.30809012
34,26/08/1998,1998,31,-1.812524075,0.998631574,72,01/08/1998,12.34438044,12.30809012
35,02/09/1998,1998,58,6.202529968,1.009503383,135,01/09/1998,11.29772037,10.63105371
36,09/09/1998,1998,39,6.280957464,1.009798921,55,01/09/1998,11.29772037,10.63105371
37,16/09/1998,1998,23,6.945287943,1.009992914,51,01/09/1998,11.29772037,10.63105371
38,23/09/1998,1998,49,11.5412339,1.01870355,157,01/09/1998,11.29772037,10.63105371
39,30/09/1998,1998,51,31.64259588,1.051098165,170,01/10/1998,11.05589364,10.07888471
40,07/10/1998,1998,45,17.80588148,1.028151522,155,01/10/1998,11.05589364,10.07888471
41,14/10/1998,1998,33,35.26416449,1.054681466,50,01/10/1998,11.05589364,10.07888471
42,21/10/1998,1998,35,65.28278869,1.097221005,64,01/10/1998,11.05589364,10.07888471
43,28/10/1998,1998,35,55.5114045,1.082457683,78,01/10/1998,11.05589364,10.07888471
44,04/11/1998,1998,40,62.04191352,1.093289312,81,01/11/1998,11.30895271,9.582295981
45,11/11/1998,1998,41,56.11332672,1.08214905,92,01/11/1998,11.30895271,9.582295981
46,18/11/1998,1998,39,22.44837397,1.033916198,123,01/11/1998,11.30895271,9.582295981
47,25/11/1998,1998,45,12.54388965,1.019583922,144,01/11/1998,11.30895271,9.582295981
48,02/12/1998,1998,45,2.659219206,1.004324086,99,01/12/1998,11.90696069,10.00052794
49,09/12/1998,1998,40,-14.18053772,0.979285551,100,01/12/1998,11.90696069,10.00052794
50,16/12/1998,1998,39,5.312545834,1.008673797,129,01/12/1998,11.90696069,10.00052794
51,23/12/1998,1998,40,5.396587575,1.01000684,125,01/12/1998,11.90696069,10.00052794
52,30/12/1998,1998,40,1.592317603,1.00346854,94,01/12/1998,11.90696069,10.00052794
1,07/01/1999,1999,45,2.608574809,1.003533116,97,01/01/1999,12.73208177,11.44321581
2,14/01/1999,1999,35,9.33634867,1.013820713,62,01/01/1999,12.73208177,11.44321581
3,21/01/1999,1999,47,24.80879694,1.036471937,129,01/01/1999,12.73208177,11.44321581
4,28/01/1999,1999,47,40.12488645,1.059755836,121,01/01/1999,12.73208177,11.44321581
5,04/02/1999,1999,42,41.27269339,1.06252516,95,01/02/1999,14.68044092,11.47386243
6,11/02/1999,1999,55,23.53104868,1.035012301,169,01/02/1999,14.68044092,11.47386243
7,18/02/1999,1999,39,-0.405525731,0.998582757,118,01/02/1999,14.68044092,11.47386243
8,25/02/1999,1999,50,-15.68287151,0.975700593,145,01/02/1999,14.68044092,11.47386243
9,04/03/1999,1999,55,-38.9321217,0.940910201,183,01/03/1999,15.21546153,12.25524813
10,11/03/1999,1999,64,-50.26613427,0.924269569,222,01/03/1999,15.21546153,12.25524813
11,18/03/1999,1999,64,-51.90810058,0.922648009,263,01/03/1999,15.21546153,12.25524813
12,25/03/1999,1999,69,-42.6226089,0.93699752,215,01/03/1999,15.21546153,12.25524813
13,01/04/1999,1999,38,-16.4950218,0.975634196,80,01/04/1999,14.52193027,13.83731488
14,08/04/1999,1999,56,-16.39861306,0.975543141,151,01/04/1999,14.52193027,13.83731488
15,15/04/1999,1999,64,-11.2404087,0.983161887,206,01/04/1999,14.52193027,13.83731488
16,22/04/1999,1999,63,3.972925237,1.005647088,240,01/04/1999,14.52193027,13.83731488
17,29/04/1999,1999,57,9.629223328,1.013752148,180,01/04/1999,14.52193027,13.83731488
18,06/05/1999,1999,65,0.896969125,1.000863113,227,01/05/1999,14.26666667,14.17333333
19,13/05/1999,1999,63,-6.37393592,0.990690118,163,01/05/1999,14.26666667,14.17333333
20,20/05/1999,1999,60,-13.009978,0.981076941,175,01/05/1999,14.26666667,14.17333333
21,27/05/1999,1999,58,3.771906322,1.005604747,191,01/05/1999,14.26666667,14.17333333
22,03/06/1999,1999,53,12.14240159,1.018168538,145,01/06/1999,14.01741776,13.63223257
23,10/06/1999,1999,56,19.32066175,1.027999294,187,01/06/1999,14.01741776,13.63223257
24,17/06/1999,1999,55,18.19567852,1.026427277,163,01/06/1999,14.01741776,13.63223257
25,24/06/1999,1999,57,15.29987675,1.022169297,190,01/06/1999,14.01741776,13.63223257
26,01/07/1999,1999,60,13.1314682,1.018424029,228,01/07/1999,12.65758581,12.65758581
27,08/07/1999,1999,51,8.732953711,1.01211203,124,01/07/1999,12.65758581,12.65758581
28,15/07/1999,1999,55,10.70709242,1.015724769,147,01/07/1999,12.65758581,12.65758581
29,22/07/1999,1999,48,0.944593206,1.001476197,150,01/07/1999,12.65758581,12.65758581
30,29/07/1999,1999,52,0.402925417,1.000432306,117,01/07/1999,12.65758581,12.65758581
31,05/08/1999,1999,55,0.956858321,1.0011504,176,01/08/1999,12.72638617,12.22560695
32,12/08/1999,1999,51,-7.89579485,0.988175382,210,01/08/1999,12.72638617,12.22560695
33,19/08/1999,1999,60,-11.5415939,0.982216327,244,01/08/1999,12.72638617,12.22560695
34,26/08/1999,1999,66,-13.55377553,0.978866938,293,01/08/1999,12.72638617,12.22560695
35,02/09/1999,1999,69,-13.13780404,0.97919031,280,01/09/1999,13.54396082,11.4510613
36,09/09/1999,1999,68,-18.23079937,0.971755883,249,01/09/1999,13.54396082,11.4510613
37,16/09/1999,1999,63,-14.73014387,0.97743263,241,01/09/1999,13.54396082,11.4510613
38,23/09/1999,1999,64,-4.396116316,0.992527777,212,01/09/1999,13.54396082,11.4510613
39,30/09/1999,1999,56,-8.654345966,0.986865032,167,01/10/1999,10.91265535,9.565587682
40,07/10/1999,1999,43,2.173672617,1.002981379,132,01/10/1999,10.91265535,9.565587682
41,14/10/1999,1999,40,32.48653959,1.046546954,106,01/10/1999,10.91265535,9.565587682
42,21/10/1999,1999,32,62.18387204,1.091755801,76,01/10/1999,10.91265535,9.565587682
43,28/10/1999,1999,35,61.13232704,1.090493087,91,01/10/1999,10.91265535,9.565587682
44,04/11/1999,1999,30,46.41556637,1.068091089,56,01/11/1999,11.78222976,10.87311533
45,11/11/1999,1999,24,18.33277533,1.025752679,44,01/11/1999,11.78222976,10.87311533
46,18/11/1999,1999,30,-14.85796683,0.979261864,67,01/11/1999,11.78222976,10.87311533
47,25/11/1999,1999,33,11.69159371,1.015021913,60,01/11/1999,11.78222976,10.87311533
48,02/12/1999,1999,38,-7.270994317,0.989785754,95,01/12/1999,14.21584967,11.71954949
49,09/12/1999,1999,39,6.100836889,1.009129166,122,01/12/1999,14.21584967,11.71954949
50,16/12/1999,1999,34,17.8540982,1.026677656,56,01/12/1999,14.21584967,11.71954949
51,23/12/1999,1999,36,13.60811046,1.021544689,62,01/12/1999,14.21584967,11.71954949
52,30/12/1999,1999,36,12.02020086,1.017475324,89,01/12/1999,14.21584967,11.71954949
1,07/01/2000,2000,44,24.87399928,1.035602277,72,01/01/2000,14.78293881,12.91554238
2,14/01/2000,2000,55,22.23227199,1.032346192,154,01/01/2000,14.78293881,12.91554238
3,21/01/2000,2000,52,38.37863012,1.055956121,137,01/01/2000,14.78293881,12.91554238
4,28/01/2000,2000,42,51.25592108,1.074239716,132,01/01/2000,14.78293881,12.91554238
5,04/02/2000,2000,53,44.20984854,1.063900891,134,01/02/2000,18.02678284,14.88636991
6,11/02/2000,2000,42,24.95653122,1.035792234,115,01/02/2000,18.02678284,14.88636991
7,18/02/2000,2000,55,13.11124084,1.018627978,151,01/02/2000,18.02678284,14.88636991
8,25/02/2000,2000,33,11.81362537,1.017249016,113,01/02/2000,18.02678284,14.88636991
9,03/03/2000,2000,55,9.658501259,1.014298785,133,01/03/2000,18.31212376,15.51186798
10,10/03/2000,2000,61,13.76222797,1.020857586,191,01/03/2000,18.31212376,15.51186798
11,17/03/2000,2000,68,-2.582667605,0.996405411,249,01/03/2000,18.31212376,15.51186798
12,24/03/2000,2000,62,-8.522884548,0.987477935,187,01/03/2000,18.31212376,15.51186798
13,31/03/2000,2000,58,-3.589573331,0.994741334,179,01/04/2000,19.59673698,18.20294613
14,07/04/2000,2000,65,-6.19326497,0.991256897,202,01/04/2000,19.59673698,18.20294613
15,14/04/2000,2000,58,12.18777509,1.01765373,167,01/04/2000,19.59673698,18.20294613
16,21/04/2000,2000,69,17.85948395,1.025776904,227,01/04/2000,19.59673698,18.20294613
17,28/04/2000,2000,65,22.21119659,1.03148571,178,01/04/2000,19.59673698,18.20294613
18,05/05/2000,2000,65,24.84421664,1.035441091,197,01/05/2000,20.80432263,18.30442297
19,12/05/2000,2000,74,24.81495368,1.035174335,278,01/05/2000,20.80432263,18.30442297
20,19/05/2000,2000,75,29.80709772,1.042425085,270,01/05/2000,20.80432263,18.30442297
21,26/05/2000,2000,76,36.07038369,1.051127052,256,01/05/2000,20.80432263,18.30442297
22,02/06/2000,2000,73,36.56927414,1.052084948,253,01/06/2000,19.82401,18.67640859
23,09/06/2000,2000,74,29.53964959,1.042105087,287,01/06/2000,19.82401,18.67640859
24,16/06/2000,2000,76,38.01789579,1.053468451,308,01/06/2000,19.82401,18.67640859
25,23/06/2000,2000,69,33.66140085,1.047533601,283,01/06/2000,19.82401,18.67640859
26,30/06/2000,2000,72,33.78479524,1.047467799,285,01/07/2000,18.77169138,18.62992893
27,07/07/2000,2000,66,34.42056878,1.04813847,275,01/07/2000,18.77169138,18.62992893
28,14/07/2000,2000,61,38.35915653,1.053478532,243,01/07/2000,18.77169138,18.62992893
29,21/07/2000,2000,73,20.14040091,1.028035447,290,01/07/2000,18.77169138,18.62992893
30,28/07/2000,2000,70,23.21358843,1.032114298,237,01/07/2000,18.77169138,18.62992893
31,04/08/2000,2000,76,15.63671461,1.021564786,288,01/08/2000,20.08638221,19.52322594
32,11/08/2000,2000,76,20.68239797,1.028986136,301,01/08/2000,20.08638221,19.52322594
33,18/08/2000,2000,81,14.617846,1.020374672,264,01/08/2000,20.08638221,19.52322594
34,25/08/2000,2000,85,17.13192292,1.023759608,378,01/08/2000,20.08638221,19.52322594
35,01/09/2000,2000,88,11.74566961,1.016454891,340,01/09/2000,19.27773463,17.67460948
36,08/09/2000,2000,82,8.384253413,1.011641496,297,01/09/2000,19.27773463,17.67460948
37,15/09/2000,2000,88,-2.193039539,0.99661507,411,01/09/2000,19.27773463,17.67460948
38,22/09/2000,2000,74,1.085578189,1.001208867,278,01/09/2000,19.27773463,17.67460948
39,29/09/2000,2000,75,17.86461468,1.024524643,283,01/09/2000,19.27773463,17.67460948
40,06/10/2000,2000,70,22.67975056,1.031654288,263,01/10/2000,19.03153575,16.37572834
41,13/10/2000,2000,73,1.157253693,1.001456391,246,01/10/2000,19.03153575,16.37572834
42,20/10/2000,2000,86,-19.74105911,0.971725817,320,01/10/2000,19.03153575,16.37572834
43,27/10/2000,2000,78,-7.483892487,0.989123795,312,01/10/2000,19.03153575,16.37572834
44,03/11/2000,2000,84,-1.968854621,0.997238863,354,01/11/2000,21.90041868,19.24286488
45,10/11/2000,2000,97,-17.94383605,0.974700848,392,01/11/2000,21.90041868,19.24286488
46,17/11/2000,2000,89,-42.75631755,0.939394394,293,01/11/2000,21.90041868,19.24286488
47,24/11/2000,2000,83,-47.32738977,0.933601669,211,01/11/2000,21.90041868,19.24286488
48,01/12/2000,2000,97,-41.86295995,0.941452763,316,01/12/2000,20.97708562,19.52536841
49,08/12/2000,2000,86,-13.4707932,0.981212948,249,01/12/2000,20.97708562,19.52536841
50,15/12/2000,2000,83,-15.28846177,0.978531158,326,01/12/2000,20.97708562,19.52536841
51,22/12/2000,2000,81,-22.80499289,0.967979703,233,01/12/2000,20.97708562,19.52536841
52,29/12/2000,2000,96,-16.2152742,0.977167886,383,01/12/2000,20.97708562,19.52536841
1,07/01/2001,2001,101,-30.1241471,0.95729503,242,01/01/2001,23.70645568,21.87788148
2,14/01/2001,2001,94,-50.56180462,0.928579961,303,01/01/2001,23.70645568,21.87788148
3,21/01/2001,2001,111,-63.5883148,0.90933992,274,01/01/2001,23.70645568,21.87788148
4,28/01/2001,2001,124,-66.99451879,0.903897211,343,01/01/2001,23.70645568,21.87788148
5,04/02/2001,2001,127,-26.99971744,0.961003281,465,01/02/2001,22.47638484,21.67976602
6,11/02/2001,2001,123,-32.4876547,0.953517233,438,01/02/2001,22.47638484,21.67976602
7,18/02/2001,2001,122,-33.97321268,0.951415115,456,01/02/2001,22.47638484,21.67976602
8,25/02/2001,2001,114,-41.32544606,0.940854625,348,01/02/2001,22.47638484,21.67976602
9,04/03/2001,2001,117,-40.23274881,0.942766804,254,01/03/2001,26.28306878,23.9462963
10,11/03/2001,2001,123,-56.55971878,0.918849133,439,01/03/2001,26.28306878,23.9462963
11,18/03/2001,2001,132,-57.7384147,0.917073256,340,01/03/2001,26.28306878,23.9462963
12,25/03/2001,2001,139,-49.48561055,0.928518907,351,01/03/2001,26.28306878,23.9462963
13,01/04/2001,2001,142,-26.50400219,0.962103655,360,01/04/2001,25.85562091,24.11356276
14,08/04/2001,2001,125,-19.53818718,0.972177874,293,01/04/2001,25.85562091,24.11356276
15,15/04/2001,2001,121,-17.62397505,0.974737465,299,01/04/2001,25.85562091,24.11356276
16,22/04/2001,2001,140,-14.84800193,0.978246483,397,01/04/2001,25.85562091,24.11356276
17,29/04/2001,2001,141,-3.166479922,0.995749784,511,01/04/2001,25.85562091,24.11356276
18,06/05/2001,2001,132,8.339689744,1.012383457,387,01/05/2001,26.16745772,25.75569302
19,13/05/2001,2001,117,7.153989239,1.010569381,231,01/05/2001,26.16745772,25.75569302
20,20/05/2001,2001,137,17.93298197,1.026100883,421,01/05/2001,26.16745772,25.75569302
21,27/05/2001,2001,130,13.77954812,1.020261504,383,01/05/2001,26.16745772,25.75569302
22,03/06/2001,2001,124,22.17823481,1.032523457,256,01/06/2001,25.22554035,24.79279181
23,10/06/2001,2001,118,16.11465224,1.023428013,308,01/06/2001,25.22554035,24.79279181
24,17/06/2001,2001,117,20.16311996,1.029621655,355,01/06/2001,25.22554035,24.79279181
25,24/06/2001,2001,124,14.55547056,1.021469832,336,01/06/2001,25.22554035,24.79279181
26,01/07/2001,2001,117,15.66371257,1.022644438,341,01/07/2001,22.58339195,22.13894751
27,08/07/2001,2001,104,-6.896938158,0.991133801,290,01/07/2001,22.58339195,22.13894751
28,15/07/2001,2001,112,-5.201942042,0.993203949,363,01/07/2001,22.58339195,22.13894751
29,22/07/2001,2001,113,-2.638096515,0.996615641,328,01/07/2001,22.58339195,22.13894751
30,29/07/2001,2001,119,-6.488625386,0.99153406,393,01/07/2001,22.58339195,22.13894751
31,05/08/2001,2001,141,-15.88812186,0.977615893,419,01/08/2001,21.50810275,21.10391561
32,12/08/2001,2001,154,-13.90030459,0.980080682,515,01/08/2001,21.50810275,21.10391561
33,19/08/2001,2001,148,-20.6025142,0.970800187,473,01/08/2001,21.50810275,21.10391561
34,26/08/2001,2001,159,-28.27276462,0.95932891,522,01/08/2001,21.50810275,21.10391561
35,02/09/2001,2001,163,-23.11099243,0.966383526,405,01/09/2001,20.20802809,19.3778296
36,09/09/2001,2001,144,-18.68089745,0.973462575,430,01/09/2001,20.20802809,19.3778296
37,16/09/2001,2001,130,-15.31776756,0.978741632,368,01/09/2001,20.20802809,19.3778296
38,23/09/2001,2001,151,-15.7740298,0.977426277,474,01/09/2001,20.20802809,19.3778296
39,30/09/2001,2001,128,3.870431621,1.006042373,388,01/10/2001,15.99304005,15.52550759
40,07/10/2001,2001,108,8.968995445,1.013497803,238,01/10/2001,15.99304005,15.52550759
41,14/10/2001,2001,111,8.305368913,1.012343702,234,01/10/2001,15.99304005,15.52550759
42,21/10/2001,2001,95,19.97150767,1.028404513,269,01/10/2001,15.99304005,15.52550759
43,28/10/2001,2001,62,42.86362319,1.062694112,131,01/10/2001,15.99304005,15.52550759
44,04/11/2001,2001,87,45.64222816,1.065741098,230,01/11/2001,13.78618717,12.56433084
45,11/11/2001,2001,90,44.62136454,1.064460305,192,01/11/2001,13.78618717,12.56433084
46,18/11/2001,2001,110,40.74092556,1.060241562,211,01/11/2001,13.78618717,12.56433084
47,25/11/2001,2001,118,38.93565915,1.057048495,290,01/11/2001,13.78618717,12.56433084
48,02/12/2001,2001,116,40.32178628,1.058825249,334,01/12/2001,15.69369693,12.74403109
49,09/12/2001,2001,118,42.16237015,1.061925149,290,01/12/2001,15.69369693,12.74403109
50,16/12/2001,2001,104,44.71772915,1.066576391,264,01/12/2001,15.69369693,12.74403109
51,23/12/2001,2001,65,35.01846382,1.050453232,116,01/12/2001,15.69369693,12.74403109
52,30/12/2001,2001,94,18.928807,1.027764908,197,01/12/2001,15.69369693,12.74403109
1,07/01/2002,2002,116,-1.055472648,0.999093789,245,01/01/2002,17.96890673,15.52216117
2,14/01/2002,2002,108,-17.62877364,0.975380532,272,01/01/2002,17.96890673,15.52216117
3,21/01/2002,2002,101,-28.59610962,0.960656388,167,01/01/2002,17.96890673,15.52216117
4,28/01/2002,2002,108,-33.83240064,0.951616135,143,01/01/2002,17.96890673,15.52216117
5,04/02/2002,2002,107,-5.887682273,0.989523699,145,01/02/2002,18.72373737,17.80707071
6,11/02/2002,2002,104,4.994790292,1.007391028,171,01/02/2002,18.72373737,17.80707071
7,18/02/2002,2002,109,2.398386347,1.001669176,242,01/02/2002,18.72373737,17.80707071
8,25/02/2002,2002,117,1.105778702,1.001092847,273,01/02/2002,18.72373737,17.80707071
9,04/03/2002,2002,119,-5.833667651,0.991398746,289,01/03/2002,20.13712322,18.30657864
10,11/03/2002,2002,125,-5.469954958,0.991604524,345,01/03/2002,20.13712322,18.30657864
11,18/03/2002,2002,128,9.608365098,1.01361087,387,01/03/2002,20.13712322,18.30657864
12,25/03/2002,2002,125,-0.089790229,1.00034674,343,01/03/2002,20.13712322,18.30657864
13,01/04/2002,2002,117,-0.415077842,0.999199087,281,01/04/2002,20.81850722,18.34922593
14,08/04/2002,2002,128,-6.964140145,0.990612991,353,01/04/2002,20.81850722,18.34922593
15,15/04/2002,2002,127,-3.75154049,0.994979666,374,01/04/2002,20.81850722,18.34922593
16,22/04/2002,2002,135,-3.923970928,0.994645324,451,01/04/2002,20.81850722,18.34922593
17,29/04/2002,2002,116,4.195224664,1.005958529,362,01/04/2002,20.81850722,18.34922593
18,06/05/2002,2002,106,12.76661698,1.017713256,236,01/05/2002,21.10788008,19.36357393
19,13/05/2002,2002,125,5.794263642,1.008131102,328,01/05/2002,21.10788008,19.36357393
20,20/05/2002,2002,127,-0.818485423,0.99833511,329,01/05/2002,21.10788008,19.36357393
21,27/05/2002,2002,124,5.743192627,1.007426672,314,01/05/2002,21.10788008,19.36357393
22,03/06/2002,2002,131,8.182836452,1.010792697,430,01/06/2002,23.4162473,22.47147058
23,10/06/2002,2002,138,15.7704668,1.022195588,454,01/06/2002,23.4162473,22.47147058
24,17/06/2002,2002,136,10.5676622,1.014301056,401,01/06/2002,23.4162473,22.47147058
25,24/06/2002,2002,132,14.94267964,1.020612128,347,01/06/2002,23.4162473,22.47147058
26,01/07/2002,2002,138,22.70033448,1.031805218,453,01/07/2002,22.94542624,22.67269897
27,08/07/2002,2002,134,21.28481799,1.029721392,364,01/07/2002,22.94542624,22.67269897
28,15/07/2002,2002,135,21.59513057,1.030204225,358,01/07/2002,22.94542624,22.67269897
29,22/07/2002,2002,134,18.08223412,1.025556582,425,01/07/2002,22.94542624,22.67269897
30,29/07/2002,2002,137,15.53845261,1.022546653,457,01/07/2002,22.94542624,22.67269897
31,05/08/2002,2002,136,14.11762175,1.020218614,315,01/08/2002,20.72080291,20.72080291
32,12/08/2002,2002,135,6.415901636,1.009187805,392,01/08/2002,20.72080291,20.72080291
33,19/08/2002,2002,110,0.589481086,1.001189368,229,01/08/2002,20.72080291,20.72080291
34,26/08/2002,2002,126,-2.233258852,0.997183679,415,01/08/2002,20.72080291,20.72080291
35,02/09/2002,2002,113,4.631782673,1.00665597,280,01/09/2002,19.20472889,18.90562763
36,09/09/2002,2002,118,0.400022459,1.000017219,318,01/09/2002,19.20472889,18.90562763
37,16/09/2002,2002,111,2.255116074,1.002737183,401,01/09/2002,19.20472889,18.90562763
38,23/09/2002,2002,126,-15.80352981,0.977396905,371,01/09/2002,19.20472889,18.90562763
39,30/09/2002,2002,127,-10.67468679,0.984471676,430,01/10/2002,16.53160839,15.02259405
40,07/10/2002,2002,126,-4.618167989,0.992801869,292,01/10/2002,16.53160839,15.02259405
41,14/10/2002,2002,135,22.36806937,1.03082239,341,01/10/2002,16.53160839,15.02259405
42,21/10/2002,2002,131,50.4128156,1.07211126,311,01/10/2002,16.53160839,15.02259405
43,28/10/2002,2002,115,55.38165032,1.080247537,280,01/10/2002,16.53160839,15.02259405
44,04/11/2002,2002,98,57.99782143,1.084904071,233,01/11/2002,15.44212518,13.7553238
45,11/11/2002,2002,89,44.49984985,1.065204379,185,01/11/2002,15.44212518,13.7553238
46,18/11/2002,2002,118,18.91385508,1.027904647,239,01/11/2002,15.44212518,13.7553238
47,25/11/2002,2002,94,2.795626248,1.003617359,193,01/11/2002,15.44212518,13.7553238
48,02/12/2002,2002,118,-2.06743237,0.996919058,195,01/12/2002,17.7000292,16.47101209
49,09/12/2002,2002,110,-7.77102401,0.98851961,245,01/12/2002,17.7000292,16.47101209
50,16/12/2002,2002,126,1.809552623,1.002717486,262,01/12/2002,17.7000292,16.47101209
51,23/12/2002,2002,129,30.91133116,1.045938618,293,01/12/2002,17.7000292,16.47101209
52,30/12/2002,2002,117,28.35328352,1.042089951,177,01/12/2002,17.7000292,16.47101209
1,07/01/2003,2003,127,20.61110212,1.03057969,271,01/01/2003,19.95937371,17.14641494
2,14/01/2003,2003,104,20.09425841,1.029430412,131,01/01/2003,19.95937371,17.14641494
3,21/01/2003,2003,139,1.294131826,1.002067567,422,01/01/2003,19.95937371,17.14641494
4,28/01/2003,2003,133,-6.199024869,0.9907709,333,01/01/2003,19.95937371,17.14641494
5,04/02/2003,2003,130,-6.662756686,0.990141105,342,01/02/2003,19.53690117,18.49701513
6,11/02/2003,2003,116,-2.623424422,0.996546426,321,01/02/2003,19.53690117,18.49701513
7,18/02/2003,2003,117,6.099194487,1.010934314,307,01/02/2003,19.53690117,18.49701513
8,25/02/2003,2003,119,16.3914896,1.026021979,269,01/02/2003,19.53690117,18.49701513
9,04/03/2003,2003,112,19.10826955,1.028487498,363,01/03/2003,21.22807141,19.73523129
10,11/03/2003,2003,145,10.20654341,1.016377934,506,01/03/2003,21.22807141,19.73523129
11,18/03/2003,2003,150,-6.351403786,0.990972748,548,01/03/2003,21.22807141,19.73523129
12,25/03/2003,2003,148,-9.825081631,0.986340064,440,01/03/2003,21.22807141,19.73523129
13,01/04/2003,2003,161,-19.24681332,0.971594054,545,01/04/2003,22.19520716,19.98421814
14,08/04/2003,2003,164,-28.2583898,0.958154857,477,01/04/2003,22.19520716,19.98421814
15,15/04/2003,2003,171,-31.76717766,0.953406504,425,01/04/2003,22.19520716,19.98421814
16,22/04/2003,2003,144,-3.253296113,0.996506152,322,01/04/2003,22.19520716,19.98421814
17,29/04/2003,2003,147,7.111704831,1.012051038,396,01/04/2003,22.19520716,19.98421814
18,06/05/2003,2003,165,9.693285319,1.016351097,506,01/05/2003,21.01742333,20.94050026
19,13/05/2003,2003,173,-0.953183999,0.999712273,502,01/05/2003,21.01742333,20.94050026
20,20/05/2003,2003,162,-2.131867566,0.997952266,397,01/05/2003,21.01742333,20.94050026
21,27/05/2003,2003,177,-7.259212208,0.989922596,549,01/05/2003,21.01742333,20.94050026
22,03/06/2003,2003,177,-3.361807054,0.995725462,514,01/06/2003,21.03590589,21.03590589
23,10/06/2003,2003,177,-8.691430493,0.987554955,581,01/06/2003,21.03590589,21.03590589
24,17/06/2003,2003,182,-13.13790425,0.98016021,469,01/06/2003,21.03590589,21.03590589
25,24/06/2003,2003,172,-19.7244706,0.970747762,479,01/06/2003,21.03590589,21.03590589
26,01/07/2003,2003,182,-22.81158332,0.966126119,487,01/07/2003,20.01951719,20.01951719
27,08/07/2003,2003,176,-28.16269054,0.957824552,509,01/07/2003,20.01951719,20.01951719
28,15/07/2003,2003,149,-33.06281255,0.951766272,246,01/07/2003,20.01951719,20.01951719
29,22/07/2003,2003,160,-44.38260418,0.934703452,449,01/07/2003,20.01951719,20.01951719
30,29/07/2003,2003,167,-39.61841752,0.941431116,515,01/07/2003,20.01951719,20.01951719
31,05/08/2003,2003,180,-43.41277376,0.936124093,522,01/08/2003,19.00698582,19.00698582
32,12/08/2003,2003,144,-46.40475329,0.932645538,432,01/08/2003,19.00698582,19.00698582
33,19/08/2003,2003,181,-49.48049458,0.927489817,613,01/08/2003,19.00698582,19.00698582
